timestamp,seq,mode,dt,raw_meas_count,fused_meas_count,fusion_groups,meas_count,track_count,valid_count,track_ids,valid_ids,master_id,hit_streaks,time_since_updates,track_states,cmd_az,cmd_el,gimbal_ui_az,gimbal_ui_el
1780474098.042534,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_1/2",1,1,0,1,,,1,0,"1:4.7715,-2.5117,0.0000,0.0000",,,352.800000,2.900000
1780474099.954875,,,0.250000,2,1,"0:n=2,raw=0,1,src=BOARD_1/2,BOARD_1/2",1,1,0,1,,,2,0,"1:4.7362,-2.4720,-0.0186,0.0209",,,359.900000,-0.000000
1780474101.348692,,,0.250000,2,1,"0:n=2,raw=0,1,src=BOARD_1/2,BOARD_1/2",1,1,1,1,1,1,3,0,"1:4.7375,-2.4862,-0.0090,0.0007",,,359.900000,-0.000000
1780474103.136179,,,0.250000,2,1,"0:n=2,raw=0,1,src=BOARD_1/2,BOARD_1/2",1,1,1,1,1,1,4,0,"1:4.7518,-2.4999,0.0013,-0.0062",64.034835,-2.485997,4.600000,-2.300000
1780474103.467451,,,0.250000,2,2,"0:n=1,raw=0,src=BOARD_1/2;1:n=1,raw=1,src=BOARD_1/2",2,2,1,1;2,1,1,5;1,0;0,"1:4.7448,-2.4939,-0.0015,-0.0021;2:2.6296,-2.2000,0.0000,0.0000",64.034835,-2.485997,4.600000,-2.300000
1780474104.947557,,,0.250000,3,2,"0:n=2,raw=0,2,src=BOARD_1/2,BOARD_1/2;1:n=1,raw=1,src=BOARD_1/2",2,2,1,1;2,1,1,6;2,0;0,"1:4.7515,-2.4814,0.0039,0.0083;2:2.6296,-2.2000,0.0000,0.0000",64.034835,-2.485997,4.600000,-2.300000
1780474105.243094,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_1/2",1,2,1,1;2,1,1,7;1,0;1,"1:4.7667,-2.4632,0.0120,0.0189;2:2.6296,-2.2000,0.0000,0.0000",64.034835,-2.485997,4.600000,-2.300000
1780474107.113714,,,0.241752,2,1,"0:n=2,raw=0,1,src=BOARD_1/2,BOARD_1/2",1,2,1,1;2,1,1,8;0,0;10,"1:4.7782,-2.4601,0.0078,0.0039;2:2.6296,-2.2000,0.0000,0.0000",64.034835,-2.485997,4.600000,-2.300000
1780474107.427282,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_1/2",1,2,1,1;2,1,1,9;0,0;11,"1:4.7740,-2.4676,0.0053,-0.0005;2:2.6296,-2.2000,0.0000,0.0000",64.034835,-2.485997,4.600000,-2.300000
1780474110.632743,,,0.250000,2,1,"0:n=2,raw=0,1,src=BOARD_1/2,BOARD_1/2",1,2,1,1;2,1,1,10;0,0;26,"1:4.7608,-2.4876,-0.0036,-0.0069;2:2.6296,-2.2000,0.0000,0.0000",64.034835,-2.485997,4.600000,-2.300000
1780474110.981325,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_1/2",1,2,1,1;2,1,1,11;0,0;27,"1:4.7543,-2.4915,-0.0054,-0.0080;2:2.6296,-2.2000,0.0000,0.0000",64.034835,-2.485997,4.600000,-2.300000
1780474114.483110,,,0.250000,2,1,"0:n=2,raw=0,1,src=BOARD_1/2,BOARD_1/2",1,2,1,1;2,1,1,12;0,0;44,"1:4.7671,-2.4726,0.0035,0.0069;2:2.6296,-2.2000,0.0000,0.0000",64.034835,-2.485997,4.600000,-2.300000
1780474114.768831,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_1/2",1,2,1,1;2,1,1,13;0,0;45,"1:4.7837,-2.4556,0.0085,0.0138;2:2.6296,-2.2000,0.0000,0.0000",64.034835,-2.485997,4.600000,-2.300000
1780474119.148228,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_1/2",1,1,1,1,1,1,14,0,"1:4.8131,-2.4283,0.0068,0.0051",64.034835,-2.485997,4.600000,-2.300000
1780474119.399422,,,0.250000,2,1,"0:n=2,raw=0,1,src=BOARD_1/2,BOARD_1/2",1,1,1,1,1,1,15,0,"1:4.7808,-2.4632,-0.0032,-0.0106",64.034835,-2.485997,4.600000,-2.300000
1780474123.237249,,,0.202688,2,1,"0:n=2,raw=0,1,src=BOARD_1/2,BOARD_1/2",1,1,1,1,1,1,16,0,"1:4.7507,-2.4937,-0.0080,-0.0076",64.034835,-2.485997,4.600000,-2.300000
1780474128.332249,,,0.236357,2,2,"0:n=1,raw=0,src=BOARD_1/2;1:n=1,raw=1,src=BOARD_1/2",2,2,1,1;3,1,1,17;1,0;0,"1:3.3324,-2.4940,-0.2950,0.0013;3:3.7689,-3.6667,0.0000,0.0000",64.034835,-2.485997,4.600000,-2.300000
