timestamp,seq,mode,event,track_id,meas_idx,meas_az,meas_el,pred_az,map_az,pred_el,cost,dynamic_thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,reason,internal_track_id,ui_id,master_id,is_master,laser_track_id,distance,distance_source,track_laser_dist,track_laser_ts,track_laser_age,raw_bbox_x1,raw_bbox_y1,raw_bbox_x2,raw_bbox_y2,clipped_bbox_x1,clipped_bbox_y1,clipped_bbox_x2,clipped_bbox_y2,is_edge_bbox,visible_ratio
1780474098.043039,,,NEW_TRACK,1,0,4.771484,-2.511667,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780474099.954875,,,MATCH_ACCEPT,1,0,4.730469,-2.470417,4.771484,,-2.511667,0.058171,17.168652,8.779102,38.536313,38.536313,1,9,,,,,,,,,,,,,,,,,,,,,
1780474101.348692,,,MATCH_ACCEPT,1,0,4.746419,-2.495625,4.712654,,-2.445584,0.060367,11.383490,4.922327,17.500162,6.729139,2,6,,,,,,,,,,,,,,,,,,,,,
1780474101.348692,,,TargetAcquire,1,,,,,,,,,,,,,,initial_acquire,,,,,,,,,,,,,,,,,,,,
1780474101.348692,,,UI_STATUS_SEND,1,,,,4.737534,184.737534,-2.486195,,,,,,3,0,"internal_id=1,ui_id=1",1,1,1,1,-1,26.430000,mono,,,,,,,,,,,,,
1780474103.136179,,,MATCH_ACCEPT,1,0,4.762370,-2.502500,4.722496,,-2.485089,0.043509,11.680813,5.120542,17.407896,8.812054,3,8,,,,,,,,,,,,,,,,,,,,,
1780474103.136179,,,UI_STATUS_SEND,1,,,,4.751836,184.751836,-2.499878,,,,,,4,0,"internal_id=1,ui_id=1",1,1,1,1,1,548.700000,laser,548.700000,1780474102.518360,0.617819,,,,,,,,,,
1780474103.467451,,,MATCH_ACCEPT,1,0,4.744141,-2.493333,4.752152,,-2.501428,0.011388,4.963848,2.709232,5.571233,1.768704,4,1,,,,,,,,,,,,,,,,,,,,,
1780474103.467451,,,NEW_TRACK,2,1,2.629557,-2.200000,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780474103.467451,,,UI_STATUS_SEND,1,,,,4.744788,184.744788,-2.493858,,,,,,5,0,"internal_id=1,ui_id=1",1,1,1,1,1,548.700000,laser,548.700000,1780474102.518360,0.949090,,,,,,,,,,
1780474104.947557,,,MATCH_ACCEPT,1,0,4.762370,-2.475000,4.742599,,-2.496996,0.029576,8.476643,2.984429,5.122277,3.784537,5,7,,,,,,,,,,,,,,,,,,,,,
1780474104.947557,,,MATCH_ACCEPT,2,1,2.629557,-2.200000,2.629557,,-2.200000,0.000000,14.362508,6.908339,23.862572,23.862572,1,7,,,,,,,,,,,,,,,,,,,,,
1780474104.947557,,,UI_STATUS_SEND,1,,,,4.751504,184.751504,-2.481428,,,,,,6,0,"internal_id=1,ui_id=1",1,1,1,1,1,548.700000,laser_hold,548.700000,1780474102.518360,2.429197,,,,,,,,,,
1780474105.243094,,,MATCH_ACCEPT,1,0,4.789714,-2.447500,4.752484,,-2.479353,0.048997,7.500217,2.333478,3.840074,1.605045,6,1,,,,,,,,,,,,,,,,,,,,,
1780474105.243094,,,UI_STATUS_SEND,1,,,,4.766653,184.766653,-2.463213,,,,,,7,0,"internal_id=1,ui_id=1",1,1,1,1,1,548.700000,laser_hold,548.700000,1780474102.518360,2.724734,,,,,,,,,,
1780474107.114218,,,MATCH_ACCEPT,1,0,4.773763,-2.465833,4.789105,,-2.427832,0.040982,11.401179,4.934119,15.485332,8.860202,7,9,,,,,,,,,,,,,,,,,,,,,
1780474107.113714,,,UI_STATUS_SEND,1,,,,4.778175,184.778175,-2.460136,,,,,,8,0,"internal_id=1,ui_id=1",1,1,1,1,1,548.700000,laser_hold,548.700000,1780474102.518360,4.595353,,,,,,,,,,
