timestamp,seq,mode,event,track_id,meas_idx,meas_az,meas_el,pred_az,map_az,pred_el,cost,dynamic_thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,reason,internal_track_id,ui_id,master_id,is_master,laser_track_id,distance,distance_source,track_laser_dist,track_laser_ts,track_laser_age,raw_bbox_x1,raw_bbox_y1,raw_bbox_x2,raw_bbox_y2,clipped_bbox_x1,clipped_bbox_y1,clipped_bbox_x2,clipped_bbox_y2,is_edge_bbox,visible_ratio
1780369421.580573,,,NEW_TRACK,1,0,2.050378,20.356667,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780369421.859939,,,MATCH_ACCEPT,1,0,358.778243,20.274167,2.050378,,20.356667,3.273175,5.796251,1.830301,1.675000,1.675000,1,1,,,,,,,,,,,,,,,,,,,,,
1780369422.099280,,,MATCH_ACCEPT,1,1,355.911706,20.306250,0.575694,,20.282162,4.664050,6.975309,1.983539,2.481452,1.452975,2,1,,,,,,,,,,,,,,,,,,,,,
1780369422.099280,,,NEW_TRACK,2,0,359.437879,5.407083,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780369422.099280,,,TargetAcquire,1,,,,,,,,,,,,,,initial_acquire,,,,,,,,,,,,,,,,,,,,
1780369422.099280,,,UI_STATUS_SEND,1,,,,359.250203,179.250203,20.293769,,,,,,3,0,"internal_id=1,ui_id=1",1,1,1,1,-1,25.150000,mono,,,,,,,,,,,,,
1780369422.428697,,,BBOX_CLIPPED,,0,,,,,,,,,,,,,bbox_out_of_image_bounds,,,,,,,,,,,1718.000,2031.000,1966.000,2211.000,1718.000,2031.000,1966.000,2160.000,1,0.716667
1780369422.430916,,,MATCH_ACCEPT,1,0,353.423425,20.549167,358.335378,,20.278645,4.919396,7.518955,2.345970,3.659880,1.843697,3,1,,,,,,,,,,,,,,,,,,,,,
1780369422.430916,,,MATCH_ACCEPT,2,1,359.720431,4.845625,359.437879,,5.407083,0.628547,6.745451,1.830301,1.675000,1.675000,1,1,,,,,,,,,,,,,,,,,,,,,
1780369422.428697,,,UI_STATUS_SEND,1,,,,356.521314,176.521314,20.425072,,,,,,4,0,"internal_id=1,ui_id=1",1,1,1,1,-1,25.150000,mono,,,,,,,,,,,,,
1780369422.747187,,,MATCH_REJECT,1,0,346.976545,20.672917,355.035968,,20.465002,8.062105,7.645343,2.430229,4.157307,1.748704,4,1,,,,,,,,,,,,,,,,,,,,,
1780369422.747187,,,NEW_TRACK,3,0,346.976545,20.672917,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780369422.747187,,,TargetLost,1,,,,,,,,,,,,,,not_in_valid_tracks,,,,,,,,,,,,,,,,,,,,
1780369423.003409,,,BBOX_CLIPPED,,0,,,,,,,,,,,,,bbox_out_of_image_bounds,,,,,,,,,,,1750.000,1956.000,1870.000,2200.000,1750.000,1956.000,1870.000,2160.000,1,0.836066
1780369423.003409,,,MATCH_ACCEPT,2,0,359.574598,5.017500,359.542165,,4.899820,0.122068,8.732200,3.154800,5.757926,4.194836,1,2,,,,,,,,,,,,,,,,,,,,,
1780369423.003409,,,MATCH_ACCEPT,3,1,345.076154,20.466667,346.976545,,20.672917,1.911550,6.745451,1.830301,1.675000,1.675000,1,1,,,,,,,,,,,,,,,,,,,,,
1780369423.003409,,,TargetLost,1,,,,,,,,,,,,,,not_in_valid_tracks,,,,,,,,,,,,,,,,,,,,
1780369423.337808,,,MATCH_ACCEPT,2,1,357.984103,5.808125,359.584543,,4.904722,1.837809,8.019189,2.705860,5.175337,2.146339,2,1,,,,,,,,,,,,,,,,,,,,,
1780369423.337808,,,MATCH_ACCEPT,3,0,343.212222,20.292500,346.425012,,20.526392,3.221292,6.379149,2.218900,2.944992,1.978523,2,1,,,,,,,,,,,,,,,,,,,,,
1780369423.337808,,,TargetLost,1,,,,,,,,,,,,,,not_in_valid_tracks,,,,,,,,,,,,,,,,,,,,
1780369423.337808,,,TargetSwitch,3,,,,,,,,,,,,,,master_lost,,,,,,,,,,,,,,,,,,,,
1780369423.337808,,,UI_STATUS_SEND,3,,,,344.926559,164.926559,20.362341,,,,,,3,0,"internal_id=3,ui_id=2",3,2,3,1,-1,25.150000,mono,,,,,,,,,,,,,
1780369423.615476,,,MATCH_ACCEPT,2,1,357.227593,5.411667,358.699900,,5.497169,1.474788,6.126846,2.457430,4.460518,1.578446,3,1,,,,,,,,,,,,,,,,,,,,,
1780369423.615476,,,MATCH_ACCEPT,3,0,340.163394,20.205417,344.226601,,20.254660,4.063505,7.221428,2.147619,3.190803,1.421462,3,1,,,,,,,,,,,,,,,,,,,,,
1780369423.615476,,,UI_STATUS_SEND,3,,,,342.853318,162.853318,20.231202,,,,,,4,0,"internal_id=3,ui_id=2",3,2,3,1,-1,25.150000,mono,,,,,,,,,,,,,
1780369423.919831,,,MATCH_ACCEPT,3,0,337.725243,20.471250,341.726207,,20.114671,4.016823,7.474093,2.316062,3.800231,1.563912,4,1,,,,,,,,,,,,,,,,,,,,,
1780369423.919831,,,UI_STATUS_SEND,3,,,,340.213347,160.213347,20.293041,,,,,,5,0,"internal_id=3,ui_id=2",3,2,3,1,-1,25.150000,mono,,,,,,,,,,,,,
