timestamp,seq,mode,event,track_id,meas_idx,meas_az,meas_el,pred_az,map_az,pred_el,cost,dynamic_thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,reason,master_id,is_master,laser_track_id,distance,distance_source,track_laser_dist,track_laser_ts,track_laser_age
1780313945.648204,,,NEW_TRACK,1,0,31.378261,9.701667,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780313945.987381,,,MATCH_ACCEPT,1,0,31.382819,9.706250,31.378261,,9.701667,0.006463,7.102810,2.068540,2.139428,2.139428,1,2,,,,,,,,,
1780313946.323774,,,MATCH_ACCEPT,1,0,31.382819,9.720000,31.379989,,9.705603,0.014672,7.926602,2.617735,4.189165,2.663369,2,2,,,,,,,,,
1780313946.323421,,,TargetAcquire,1,,,,,,,,,,,,,,initial_acquire,,,,,,,,
1780313946.323421,,,UI_STATUS_SEND,1,,,,31.381124,211.381124,9.714677,,,,,,3,0,,1,1,-1,,no_fresh_real_laser,,,
1780313946.665481,,,MATCH_ACCEPT,1,0,31.341803,9.724583,31.382229,,9.720522,0.040630,8.329309,2.886206,5.680590,2.649594,3,3,,,,,,,,,
1780313946.665481,,,UI_STATUS_SEND,1,,,,31.362981,211.362981,9.723077,,,,,,4,0,,1,1,-1,,no_fresh_real_laser,,,
1780313947.009179,,,MATCH_ACCEPT,1,0,31.478522,9.738333,31.357530,,9.729957,0.121282,8.243231,2.828821,5.731993,2.270234,4,3,,,,,,,,,
1780313947.009179,,,UI_STATUS_SEND,1,,,,31.415411,211.415411,9.734918,,,,,,5,0,,1,1,-1,,no_fresh_real_laser,,,
1780313947.343839,,,MATCH_ACCEPT,1,0,31.346360,9.752083,31.425416,,9.742890,0.079588,7.929257,2.619505,5.019737,1.842067,5,2,,,,,,,,,
1780313947.343839,,,UI_STATUS_SEND,1,,,,31.390203,211.390203,9.747864,,,,,,6,0,,1,1,-1,,no_fresh_real_laser,,,
1780313947.687322,,,MATCH_ACCEPT,1,0,31.423834,9.752083,31.392250,,9.757934,0.032122,7.795360,2.530240,4.649709,1.752404,6,3,,,,,,,,,
1780313947.687322,,,UI_STATUS_SEND,1,,,,31.405724,211.405724,9.754841,,,,,,7,0,,1,1,-1,,no_fresh_real_laser,,,
1780313948.019606,,,MATCH_ACCEPT,1,0,31.442064,9.752083,31.410448,,9.763408,0.033582,7.584344,2.389563,4.148079,1.561931,7,2,,,,,,,,,
1780313948.019606,,,UI_STATUS_SEND,1,,,,31.423060,211.423060,9.757747,,,,,,8,0,,1,1,-1,,no_fresh_real_laser,,,
1780313948.364503,,,MATCH_ACCEPT,1,0,31.300787,9.747500,31.430853,,9.765336,0.131283,7.549171,2.366114,4.005420,1.593077,8,3,,,,,,,,,
1780313948.364503,,,UI_STATUS_SEND,1,,,,31.380054,211.380054,9.756332,,,,,,9,0,,1,1,-1,,no_fresh_real_laser,,,
1780313948.695667,,,MATCH_ACCEPT,1,0,31.410162,9.761250,31.377447,,9.761026,0.032716,7.425008,2.283338,3.731266,1.482368,9,2,,,,,,,,,
1780313948.695667,,,TargetKeep,1,,,,,,,,,,,,,,lock_timer_expired,,,,,,,,
1780313948.695667,,,UI_STATUS_SEND,1,,,,31.389677,211.389677,9.761135,,,,,,10,0,,1,1,-1,,no_fresh_real_laser,,,
1780313949.045416,,,MATCH_ACCEPT,1,0,31.268886,9.761250,31.389412,,9.766299,0.120631,7.463054,2.308703,3.763195,1.566914,10,3,,,,,,,,,
1780313949.045416,,,UI_STATUS_SEND,1,,,,31.344116,211.344116,9.763771,,,,,,11,0,,1,1,-1,,no_fresh_real_laser,,,
1780313949.378908,,,MATCH_ACCEPT,1,0,31.259772,9.761250,31.335195,,9.767813,0.075708,7.373025,2.248683,3.589339,1.467237,11,2,,,,,,,,,
1780313949.378908,,,UI_STATUS_SEND,1,,,,31.307681,211.307681,9.764635,,,,,,12,0,,1,1,-1,,no_fresh_real_laser,,,
1780313949.721227,,,MATCH_ACCEPT,1,0,31.268886,9.761250,31.293339,,9.767864,0.025332,7.331700,2.221134,3.502813,1.430621,12,2,,,,,,,,,
1780313949.721227,,,UI_STATUS_SEND,1,,,,31.284557,211.284557,9.764703,,,,,,13,0,,1,1,-1,,no_fresh_real_laser,,,
