timestamp,seq,mode,dt,meas_count,track_count,valid_count,track_ids,valid_ids,master_id,hit_streaks,time_since_updates,track_states,cmd_az,cmd_el,gimbal_ui_az,gimbal_ui_el
1779607828.396119,0,static_single,0.250000,1,1,0,1,,,1,0,"1:0.0000,0.0000,0.0000,0.0000",,,359.992157,0.068060
1779607828.461976,1,static_single,0.065857,1,1,0,1,,,2,0,"1:0.0000,0.0000,0.0000,0.0000",,,359.993445,0.055933
1779607828.528632,2,static_single,0.066656,1,1,1,1,1,1,3,0,"1:0.0000,0.0000,0.0000,0.0000",,,359.993445,0.055933
1779607828.596166,3,static_single,0.067534,1,1,1,1,1,1,4,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.001086,0.022127
1779607828.661752,4,static_single,0.065585,1,1,1,1,1,1,5,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.886869,-0.113712
1779607828.730190,5,static_single,0.068439,1,1,1,1,1,1,6,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.886869,-0.113712
1779607828.796300,6,static_single,0.066109,1,1,1,1,1,1,7,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.010470,-0.014215
1779607828.861907,7,static_single,0.065608,1,1,1,1,1,1,8,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.048686,-0.014644
1779607828.928172,8,static_single,0.066265,1,1,1,1,1,1,9,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.048686,-0.014644
1779607828.993989,9,static_single,0.065818,1,1,1,1,1,1,10,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.967923,-0.004798
1779607829.059227,10,static_single,0.065238,1,1,1,1,1,1,11,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.967923,-0.004798
1779607829.129748,11,static_single,0.070521,1,1,1,1,1,1,12,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.916907,0.042134
1779607829.196008,12,static_single,0.066260,1,1,1,1,1,1,13,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.911467,-0.104483
1779607829.262257,13,static_single,0.066250,1,1,1,1,1,1,14,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.911467,-0.104483
1779607829.327139,14,static_single,0.064882,1,1,1,1,1,1,15,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.984851,-0.066211
1779607829.398284,15,static_single,0.071145,1,1,1,1,1,1,16,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.984851,-0.066211
1779607829.461930,16,static_single,0.063646,1,1,1,1,1,1,17,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.022843,0.039446
1779607829.528017,17,static_single,0.066087,1,1,1,1,1,1,18,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.997850,0.012272
1779607829.593590,18,static_single,0.065573,1,1,1,1,1,1,19,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.997850,0.012272
1779607829.658834,19,static_single,0.065244,1,1,1,1,1,1,20,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.991601,0.145870
1779607829.731331,20,static_single,0.072497,1,1,1,1,1,1,21,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.093406,0.105333
1779607829.797504,21,static_single,0.066173,1,1,1,1,1,1,22,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.093406,0.105333
1779607829.862935,22,static_single,0.065431,1,1,1,1,1,1,23,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.074081,-0.117813
1779607829.928962,23,static_single,0.066026,1,1,1,1,1,1,24,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.074081,-0.117813
1779607829.996253,24,static_single,0.067291,1,1,1,1,1,1,25,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.957288,0.024090
1779607830.063036,25,static_single,0.066783,1,1,1,1,1,1,26,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.969491,-0.041563
1779607830.128970,26,static_single,0.065935,1,1,1,1,1,1,27,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.969491,-0.041563
1779607830.194702,27,static_single,0.065732,1,1,1,1,1,1,28,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.914626,0.000959
1779607830.260549,28,static_single,0.065847,1,1,1,1,1,1,29,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.914626,0.000959
1779607830.327139,29,static_single,0.066590,1,1,1,1,1,1,30,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.924961,0.035721
1779607830.394237,30,static_single,0.067098,1,1,1,1,1,1,31,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.890884,-0.031861
1779607830.459992,31,static_single,0.065755,1,1,1,1,1,1,32,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.890884,-0.031861
1779607830.530674,32,static_single,0.070682,1,1,1,1,1,1,33,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.046221,0.002942
1779607830.596289,33,static_single,0.065614,1,1,1,1,1,1,34,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.046221,0.002942
1779607830.661697,34,static_single,0.065409,1,1,1,1,1,1,35,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.114086,-0.019078
1779607830.727358,35,static_single,0.065661,1,1,1,1,1,1,36,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.054087,0.065272
1779607830.797696,36,static_single,0.070338,1,1,1,1,1,1,37,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.054087,0.065272
1779607830.863489,37,static_single,0.065793,1,1,1,1,1,1,38,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.971038,0.013906
1779607830.930200,38,static_single,0.066711,1,1,1,1,1,1,39,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.941118,0.040506
1779607830.996214,39,static_single,0.066014,1,1,1,1,1,1,40,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,359.941118,0.040506
1779607831.061693,40,static_single,0.065479,1,1,1,1,1,1,41,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.010048,-0.088389
1779607831.126927,41,static_single,0.065233,1,1,1,1,1,1,42,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.010048,-0.088389
1779607831.197265,42,static_single,0.070338,1,1,1,1,1,1,43,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.084330,0.139870
1779607831.263077,43,static_single,0.065812,1,1,1,1,1,1,44,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.074972,-0.029648
1779607831.328509,44,static_single,0.065432,1,1,1,1,1,1,45,0,"1:0.0000,0.0000,0.0000,0.0000",59.300000,0.000000,0.074972,-0.029648
