timestamp,mode,frame_id,event,meas_count,track_count,valid_count,track_ids,valid_ids,master_id,track_id,meas_idx,meas_az,meas_el,pred_az,pred_el,cost,thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,r_az,r_el,q_pos,q_vel,cmd_az,cmd_el,gimbal_az,gimbal_el
1779551948.348233,static_single,59,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.817449,0.778299,0.410890,0.194860,59,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551948.348233,static_single,59,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,60,0,,,,,,,359.938901,0.161682
1779551948.410478,static_single,60,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.812396,0.774931,0.407163,0.193354,60,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551948.410478,static_single,60,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,61,0,,,,,,,359.938901,0.161682
1779551948.490911,static_single,61,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.837877,0.791918,0.423736,0.203398,61,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551948.489937,static_single,61,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,62,0,,,,,,,359.956794,0.044737
1779551948.551106,static_single,62,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.823664,0.782443,0.414968,0.197249,62,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551948.551106,static_single,62,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,63,0,,,,,,,0.004303,0.130921
1779551948.614816,static_single,63,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.817108,0.778072,0.410519,0.194878,63,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551948.613839,static_single,63,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,64,0,,,,,,,0.004303,0.130921
1779551948.676730,static_single,64,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.813330,0.775553,0.407684,0.193798,64,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551948.676730,static_single,64,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,65,0,,,,,,,0.167458,-0.055834
1779551948.754661,static_single,65,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.836030,0.790686,0.422474,0.202711,65,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551948.754661,static_single,65,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,66,0,,,,,,,359.971503,0.077975
1779551948.816291,static_single,66,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.823370,0.782247,0.414690,0.197220,66,1,1.102500,0.275625,0.050000,0.200000,,,,
1779551948.816291,static_single,66,TRACK_SUMMARY,1,1,1,1,1,1,,,,,,,,,,,,67,0,,,,,,,359.971503,0.077975
1779551948.877247,static_single,67,MATCH_ACCEPT,1,,,,,,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.814165,0.776110,0.408492,0.193854,67,1,1.102500,0.275625,0.050000,0.200000,,,,
