timestamp,event,cmd_id,track_id,cmd_az,cmd_el,gimbal_ui_az,gimbal_ui_el,gimbal_ctrl_az,gimbal_ctrl_el,target_ctrl_az,target_ctrl_el,err_az,err_el,is_settled,settle_time,laser_valid,laser_dist,laser_source,laser_ts,laser_age,laser_interval
1780467425.889091,GIMBAL_CMD_SEND,0,-1,,,,,,,59.300000,0.000000,,,,,,,,,,
1780467425.930273,GIMBAL_ATT,0,-1,,,338.500000,7.800000,37.800000,7.800000,59.300000,0.000000,21.500000,7.800000,,,,,,,,
1780467426.240303,GIMBAL_ATT,0,-1,,,343.800000,6.500000,43.100000,6.500000,59.300000,0.000000,16.200000,6.500000,,,,,,,,
1780467426.555212,GIMBAL_ATT,0,-1,,,353.100000,3.700000,52.400000,3.700000,59.300000,0.000000,6.900000,3.700000,,,,,,,,
1780467426.865825,GIMBAL_ATT,0,-1,,,353.100000,0.500000,52.400000,0.500000,59.300000,0.000000,6.900000,0.500000,,,,,,,,
1780467427.194262,GIMBAL_ATT,0,-1,,,0.000000,-0.000000,59.300000,-0.000000,59.300000,0.000000,0.000000,0.000000,,,,,,,,
1780467427.194262,GIMBAL_SETTLED,0,-1,,,0.000000,-0.000000,59.300000,-0.000000,59.300000,0.000000,0.000000,0.000000,1,1.305171,,,,,,
1780467427.483724,LASER_TRIGGER,0,-1,,,0.000000,-0.000000,59.300000,-0.000000,59.300000,0.000000,0.000000,0.000000,1,1.305171,0,,sddm,,,
1780467470.903491,GIMBAL_CMD,1,1,37.669476,7.535269,0.000000,-0.000000,,,37.669476,7.535269,,,,,,,,,,
1780467471.008694,GIMBAL_CMD_SEND,1,1,,,,,,,37.669476,7.535269,,,,,,,,,,
1780467471.049320,GIMBAL_ATT,1,1,,,359.000000,0.100000,58.300000,0.100000,37.669476,7.535269,20.630524,7.435269,,,,,,,,
1780467471.357904,GIMBAL_ATT,1,1,,,354.000000,1.400000,53.300000,1.400000,37.669476,7.535269,15.630524,6.135269,,,,,,,,
1780467471.894963,GIMBAL_CMD,2,1,37.398142,7.563107,354.000000,1.400000,,,37.398142,7.563107,,,,,,,,,,
1780467471.657808,GIMBAL_ATT,1,1,,,344.900000,4.000000,44.200000,4.000000,37.669476,7.535269,6.530524,3.535269,,,,,,,,
1780467471.970255,GIMBAL_ATT,1,1,,,344.900000,7.100000,44.200000,7.100000,37.669476,7.535269,6.530524,0.435269,,,,,,,,
1780467472.283531,GIMBAL_ATT,1,1,,,338.300000,7.500000,37.600000,7.500000,37.669476,7.535269,0.069476,0.035269,,,,,,,,
1780467472.283531,GIMBAL_SETTLED,1,1,,,338.300000,7.500000,37.600000,7.500000,37.669476,7.535269,0.069476,0.035269,1,1.274838,,,,,,
1780467472.577214,LASER_TRIGGER,1,1,,,338.300000,7.500000,37.600000,7.500000,37.669476,7.535269,0.069476,0.035269,1,1.274838,0,,sddm,,,
1780467474.263131,GIMBAL_CMD,3,1,36.513513,7.497624,338.300000,7.500000,,,36.513513,7.497624,,,,,,,,,,
1780467474.538314,GIMBAL_CMD_SEND,3,1,,,,,,,36.513513,7.497624,,,,,,,,,,
1780467474.538497,GIMBAL_ATT,3,1,,,337.200000,7.500000,36.500000,7.500000,36.513513,7.497624,0.013513,0.002376,,,,,,,,
1780467474.538497,GIMBAL_SETTLED,3,1,,,337.200000,7.500000,36.500000,7.500000,36.513513,7.497624,0.013513,0.002376,1,0.000183,,,,,,
1780467474.752639,LASER_TRIGGER,3,1,,,337.200000,7.500000,36.500000,7.500000,36.513513,7.497624,0.013513,0.002376,1,0.000183,0,,sddm,,,
1780467483.868038,GIMBAL_CMD,4,1,21.781554,17.876601,337.200000,7.500000,,,21.781554,17.876601,,,,,,,,,,
1780467483.868038,GIMBAL_CMD_SEND,4,1,,,,,,,21.781554,17.876601,,,,,,,,,,
1780467483.909357,GIMBAL_ATT,4,1,,,336.100000,7.600000,35.400000,7.600000,21.781554,17.876601,13.618446,10.276601,,,,,,,,
1780467484.223004,GIMBAL_ATT,4,1,,,330.800000,8.900000,30.100000,8.900000,21.781554,17.876601,8.318446,8.976601,,,,,,,,
1780467484.534048,GIMBAL_ATT,4,1,,,323.200000,11.700000,22.500000,11.700000,21.781554,17.876601,0.718446,6.176601,,,,,,,,
1780467484.773314,GIMBAL_ATT,4,1,,,322.300000,11.700000,21.600000,11.700000,21.781554,17.876601,0.181554,6.176601,,,,,,,,
1780467485.081604,GIMBAL_ATT,4,1,,,322.300000,17.800000,21.600000,17.800000,21.781554,17.876601,0.181554,0.076601,,,,,,,,
1780467485.081604,GIMBAL_SETTLED,4,1,,,322.300000,17.800000,21.600000,17.800000,21.781554,17.876601,0.181554,0.076601,1,1.213567,,,,,,
1780467485.404098,LASER_TRIGGER,4,1,,,322.300000,17.800000,21.600000,17.800000,21.781554,17.876601,0.181554,0.076601,1,1.213567,0,,sddm,,,
1780467487.803066,GIMBAL_CMD,5,3,39.326570,17.052280,322.300000,17.900000,,,39.326570,17.052280,,,,,,,,,,
1780467487.803066,GIMBAL_CMD_SEND,5,3,,,,,,,39.326570,17.052280,,,,,,,,,,
1780467487.844342,GIMBAL_ATT,5,3,,,323.500000,17.800000,22.800000,17.800000,39.326570,17.052280,16.526570,0.747720,,,,,,,,
1780467488.112684,GIMBAL_ATT,5,3,,,327.800000,17.800000,27.100000,17.800000,39.326570,17.052280,12.226570,0.747720,,,,,,,,
1780467488.431646,GIMBAL_ATT,5,3,,,336.300000,17.100000,35.600000,17.100000,39.326570,17.052280,3.726570,0.047720,,,,,,,,
1780467488.744225,GIMBAL_ATT,5,3,,,336.300000,17.100000,35.600000,17.100000,39.326570,17.052280,3.726570,0.047720,,,,,,,,
1780467489.090255,GIMBAL_ATT,5,3,,,339.900000,17.100000,39.200000,17.100000,39.326570,17.052280,0.126570,0.047720,,,,,,,,
1780467489.090255,GIMBAL_SETTLED,5,3,,,339.900000,17.100000,39.200000,17.100000,39.326570,17.052280,0.126570,0.047720,1,1.287189,,,,,,
1780467489.383508,LASER_TRIGGER,5,3,,,339.900000,17.100000,39.200000,17.100000,39.326570,17.052280,0.126570,0.047720,1,1.287189,0,,sddm,,,
1780467489.412967,GIMBAL_CMD,6,3,46.546486,16.070066,339.900000,17.100000,,,46.546486,16.070066,,,,,,,,,,
1780467489.412967,GIMBAL_CMD_SEND,6,3,,,,,,,46.546486,16.070066,,,,,,,,,,
1780467489.453936,GIMBAL_ATT,6,3,,,340.900000,17.000000,40.200000,17.000000,46.546486,16.070066,6.346486,0.929934,,,,,,,,
1780467489.760885,GIMBAL_ATT,6,3,,,345.900000,17.000000,45.200000,17.000000,46.546486,16.070066,1.346486,0.929934,,,,,,,,
1780467490.036639,GIMBAL_ATT,6,3,,,347.200000,17.000000,46.500000,17.000000,46.546486,16.070066,0.046486,0.929934,,,,,,,,
1780467490.340165,GIMBAL_ATT,6,3,,,347.200000,16.000000,46.500000,16.000000,46.546486,16.070066,0.046486,0.070066,,,,,,,,
1780467490.340165,GIMBAL_SETTLED,6,3,,,347.200000,16.000000,46.500000,16.000000,46.546486,16.070066,0.046486,0.070066,1,0.927198,,,,,,
1780467490.635398,LASER_TRIGGER,6,3,,,347.200000,16.000000,46.500000,16.000000,46.546486,16.070066,0.046486,0.070066,1,0.927198,0,,sddm,,,
1780467494.014134,GIMBAL_CMD,7,3,66.666824,10.439001,347.200000,16.000000,,,66.666824,10.439001,,,,,,,,,,
1780467494.164367,GIMBAL_CMD_SEND,7,3,,,,,,,66.666824,10.439001,,,,,,,,,,
1780467494.204736,GIMBAL_ATT,7,3,,,348.200000,16.000000,47.500000,16.000000,66.666824,10.439001,19.166824,5.560999,,,,,,,,
1780467494.513826,GIMBAL_ATT,7,3,,,353.400000,14.700000,52.700000,14.700000,66.666824,10.439001,13.966824,4.260999,,,,,,,,
1780467494.828410,GIMBAL_ATT,7,3,,,2.500000,12.000000,61.800000,12.000000,66.666824,10.439001,4.866824,1.560999,,,,,,,,
1780467495.070857,GIMBAL_CMD,8,3,74.657079,9.618230,2.500000,12.000000,,,74.657079,9.618230,,,,,,,,,,
1780467495.071376,GIMBAL_CMD_PREEMPT,8,3,,,,,,,74.657079,9.618230,7.990254,0.820771,,,,,,,,
1780467495.071376,GIMBAL_ATT,8,3,,,9.700000,10.500000,69.000000,10.500000,74.657079,9.618230,5.657079,0.881770,,,,,,,,
1780467495.423598,GIMBAL_ATT,8,3,,,9.700000,10.500000,69.000000,10.500000,74.657079,9.618230,5.657079,0.881770,,,,,,,,
1780467495.814394,GIMBAL_ATT,8,3,,,15.300000,10.500000,74.600000,10.500000,74.657079,9.618230,0.057079,0.881770,,,,,,,,
1780467496.130140,GIMBAL_ATT,8,3,,,15.300000,10.500000,74.600000,10.500000,74.657079,9.618230,0.057079,0.881770,,,,,,,,
1780467496.443769,GIMBAL_ATT,8,3,,,15.300000,10.500000,74.600000,10.500000,74.657079,9.618230,0.057079,0.881770,,,,,,,,
1780467496.757010,GIMBAL_ATT,8,3,,,15.300000,10.500000,74.600000,10.500000,74.657079,9.618230,0.057079,0.881770,,,,,,,,
1780467497.071155,GIMBAL_ATT,8,3,,,15.300000,10.500000,74.600000,10.500000,74.657079,9.618230,0.057079,0.881770,,,,,,,,
1780467497.385421,GIMBAL_ATT,8,3,,,15.300000,10.500000,74.600000,10.500000,74.657079,9.618230,0.057079,0.881770,,,,,,,,
