timestamp,seq,mode,event,track_id,meas_idx,meas_az,meas_el,pred_az,map_az,pred_el,cost,dynamic_thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,reason,master_id,is_master,laser_track_id,distance,distance_source,track_laser_dist,track_laser_ts,track_laser_age
1780299570.980404,,,NEW_TRACK,1,0,341.166833,3.450000,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780299570.980404,,,NEW_TRACK,2,1,338.560063,4.348333,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780299571.059519,,,MATCH_ACCEPT,2,0,337.051941,3.825833,338.560063,,4.348333,1.596069,5.338105,1.524870,1.162615,1.162615,1,2,,,,,,,,,
1780299571.205232,,,MATCH_REJECT,1,0,12.227920,3.894583,341.166833,,3.450000,31.064268,6.818921,1.879281,1.765848,1.765848,0,5,,,,,,,,,
1780299571.205232,,,NEW_TRACK,3,0,12.227920,3.894583,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780299571.331522,,,MATCH_ACCEPT,2,0,336.240401,5.883750,338.101363,,3.989116,2.655714,6.959311,1.972874,2.210314,1.681917,1,5,,,,,,,,,
1780299571.427430,,,MATCH_REJECT,1,0,351.626159,5.856250,341.166833,,3.450000,10.732546,7.996573,2.664382,3.549466,3.549466,0,9,,,,,,,,,
1780299571.427430,,,NEW_TRACK,4,0,351.626159,5.856250,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780299571.453965,,,MATCH_REJECT,1,2,8.190159,3.491250,341.166833,,3.450000,27.023358,8.169823,2.779882,3.863871,3.863871,0,10,,,,,,,,,
1780299571.453965,,,MATCH_REJECT,2,0,8.700576,3.491250,337.488968,,5.173488,31.256909,7.006303,2.004202,2.561458,1.455369,1,3,,,,,,,,,
1780299571.453965,,,MATCH_ACCEPT,3,3,10.833389,4.792917,12.227920,,3.894583,1.658831,6.907717,1.938478,1.878848,1.878848,0,5,,,,,,,,,
1780299571.454469,,,MATCH_REJECT,4,1,9.502659,3.711250,351.626159,,5.856250,18.004729,6.180982,1.453988,1.057041,1.057041,1,1,,,,,,,,,
1780299571.454469,,,NEW_TRACK,5,0,8.700576,3.491250,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780299571.454469,,,NEW_TRACK,6,1,9.502659,3.711250,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780299571.454469,,,NEW_TRACK,7,2,8.190159,3.491250,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780299571.574964,,,MATCH_ACCEPT,1,1,339.330245,5.870000,341.166833,,3.450000,3.038002,8.922023,3.281349,5.383625,5.383625,0,12,,,,,,,,,
1780299571.574964,,,MATCH_ACCEPT,2,0,338.455245,5.870000,337.364250,,5.373291,1.198745,7.681779,2.454519,3.732708,2.291958,0,5,,,,,,,,,
1780299571.665125,,,MATCH_ACCEPT,1,1,340.105326,5.801250,340.222975,,5.532968,0.292945,7.463282,2.308855,3.702153,1.628656,1,2,,,,,,,,,
1780299571.665125,,,MATCH_ACCEPT,2,0,340.105326,5.141250,337.729171,,5.859004,2.482193,7.150770,2.100514,3.076015,1.336142,1,2,,,,,,,,,
1780299571.796419,,,MATCH_ACCEPT,5,1,8.085342,3.857917,8.700576,,3.491250,0.716211,7.355760,2.237173,2.502472,2.502472,0,6,,,,,,,,,
