timestamp,seq,mode,event,track_id,meas_idx,meas_az,meas_el,pred_az,map_az,pred_el,cost,dynamic_thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,reason,master_id,is_master,laser_track_id,distance,distance_source,track_laser_dist,track_laser_ts,track_laser_age
1780303911.536391,,,NEW_TRACK,1,0,6.752332,5.251250,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780303911.536391,,,NEW_TRACK,2,1,7.408582,6.717917,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780303911.536898,,,NEW_TRACK,3,2,7.700249,5.691250,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780303911.536898,,,NEW_TRACK,4,3,8.356499,4.957917,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780303911.536898,,,NEW_TRACK,5,4,6.460666,5.764583,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780303911.621200,,,MATCH_REJECT,5,0,341.107589,3.527917,6.460666,,5.764583,25.451546,6.296495,1.530997,1.171975,1.171975,1,2,,,,,,,,,
1780303911.621200,,,NEW_TRACK,6,0,341.107589,3.527917,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780303912.032868,,,MATCH_ACCEPT,4,0,9.516331,3.637917,8.356499,,4.957917,1.757160,8.234632,2.823088,3.984914,3.984914,0,8,,,,,,,,,
1780303912.049151,,,MATCH_ACCEPT,1,1,6.747775,5.242083,6.752332,,5.251250,0.010237,8.354005,2.902670,4.212747,4.212747,0,9,,,,,,,,,
1780303912.049151,,,MATCH_ACCEPT,2,3,7.404025,6.708750,7.408582,,6.717917,0.010237,8.354005,2.902670,4.212747,4.212747,0,9,,,,,,,,,
1780303912.049151,,,MATCH_ACCEPT,3,0,7.695692,5.682083,7.700249,,5.691250,0.010237,8.354005,2.902670,4.212747,4.212747,0,9,,,,,,,,,
1780303912.049151,,,MATCH_ACCEPT,4,2,8.351942,4.948750,8.817974,,3.988924,1.066982,6.930118,1.953412,2.592468,1.223351,1,1,,,,,,,,,
