timestamp,seq,mode,event,track_id,meas_idx,meas_az,meas_el,pred_az,map_az,pred_el,cost,dynamic_thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,reason,master_id,is_master,laser_track_id,distance,distance_source,track_laser_dist,track_laser_ts,track_laser_age
1780313177.107774,,,NEW_TRACK,1,0,31.977545,7.526875,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780313177.455006,,,MATCH_ACCEPT,1,0,34.051113,8.365625,31.977545,,7.526875,2.236780,5.673553,2.181902,2.380347,2.380347,1,3,,,,,,,,,
1780313177.786092,,,MATCH_ACCEPT,1,0,36.557623,9.323542,33.619594,,8.547598,3.038767,5.645583,2.163255,3.089649,1.590024,2,2,,,,,,,,,
1780313177.786092,,,TargetAcquire,1,,,,,,,,,,,,,,initial_acquire,,,,,,,,
1780313177.786092,,,UI_STATUS_SEND,1,,,,35.377277,215.377277,9.132676,,,,,,3,0,,1,1,-1,,no_fresh_real_laser,,,
1780313178.135739,,,MATCH_ACCEPT,1,0,39.601894,10.304375,36.793796,,9.839005,2.846399,5.614738,2.142692,3.173611,1.417520,3,3,,,,,,,,,
1780313178.135739,,,UI_STATUS_SEND,1,,,,38.491795,218.491795,10.179705,,,,,,4,0,,1,1,-1,,no_fresh_real_laser,,,
1780313180.223058,,no_packet,TRACK_DELETE,1,,,,50.787350,,15.336646,,,,30.113230,20.889530,4,30,,,,,,,,,
1780313213.152832,,,NEW_TRACK,2,0,28.486660,6.440625,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780313213.152832,,,TargetLost,1,,,,,,,,,,,,,,not_in_valid_tracks,,,,,,,,
1780313213.828575,,,MATCH_ACCEPT,2,0,26.834642,6.997500,28.486660,,6.440625,1.743351,9.149164,3.464909,6.002799,6.002799,1,7,,,,,,,,,
1780313213.828575,,,TargetLost,1,,,,,,,,,,,,,,not_in_valid_tracks,,,,,,,,
1780313214.181800,,,MATCH_ACCEPT,2,0,30.548834,7.066250,27.320531,,7.072062,3.228309,8.652202,3.101468,6.635183,2.983919,2,3,,,,,,,,,
1780313214.181800,,,TargetLost,1,,,,,,,,,,,,,,not_in_valid_tracks,,,,,,,,
1780313214.181800,,,TargetSwitch,2,,,,,,,,,,,,,,master_lost,,,,,,,,
1780313214.181800,,,UI_STATUS_SEND,2,,,,28.982935,208.982935,7.068247,,,,,,3,0,,2,1,-1,,no_fresh_real_laser,,,
1780313214.502854,,,MATCH_ACCEPT,2,0,33.994147,7.304583,29.169044,,7.236006,4.825591,8.210915,2.807277,5.743847,2.136955,3,2,,,,,,,,,
1780313214.502854,,,UI_STATUS_SEND,2,,,,31.479783,211.479783,7.275619,,,,,,4,0,,2,1,-1,,no_fresh_real_laser,,,
1780313214.841171,,,MATCH_ACCEPT,2,0,37.416673,7.526875,32.261025,,7.457167,5.156120,7.913074,2.608716,4.994519,1.810881,4,2,,,,,,,,,
1780313214.841171,,,UI_STATUS_SEND,2,,,,34.551028,214.551028,7.494587,,,,,,5,0,,2,1,-1,,no_fresh_real_laser,,,
1780313215.189607,,,MATCH_ACCEPT,2,0,40.880215,7.657500,35.961609,,7.703076,4.918816,7.756767,2.530911,4.644022,1.761490,5,3,,,,,,,,,
1780313215.189607,,,UI_STATUS_SEND,2,,,,38.085234,218.085234,7.678671,,,,,,6,0,,2,1,-1,,no_fresh_real_laser,,,
