[Log] stdout/stderr -> logs\20260601_192510\main_tracking_v9_20260601_192510.log
[FieldLog] enabled: C:\Users\cv1124\dym\gimbal\logs\20260601_192510
[Config] DEVICE_HEADING_DEG=180.00 (map north=0, east=90, south=180)
[Config] UI_REAL_LASER_ONLY=True
[GPS] Thread started, periodic UI updates enabled on COM8@115200, fix_timeout=5s, ui_interval=10.0s
[Init] Connecting to Gimbal at COM9...
[GT06Z] Driver Ready on COM9.
[Adapter] GT06Z 云台已连接: COM9
[GPS] GGA fix_quality=1, num_sats=11, hdop=1.5, lat=30.4082030015, lon=104.08864629616667
[LaserThread] 激光读取线程已启动
[Init] Real laser enabled on COM10
[Init] Queue gimbal initial posture: Az=59.30°, El=0.00°
[Laser] start_measurement mode=continuous
[GimbalThread] 控制线程已启动
[Net] Listening RK3588 on 8888...
=== System V9.0 (Predictive Tracking & Scheduling) Running ===
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=22.00s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=23.00s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=24.00s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=00, hdop=9999.0, lat=30.408195585833333, lon=104.08865694183334
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=25.00s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=26.01s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=27.01s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=28.01s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=29.02s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=30.02s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.59s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.59s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.60s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.60s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=10, hdop=1.9, lat=30.408190136833333, lon=104.08865477733333
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.60s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.60s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.61s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=7.61s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=8.61s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=9.62s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=10.62s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=11.62s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=12.63s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=13.63s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=12, hdop=1.4, lat=30.408188774, lon=104.08864917133333
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=14.63s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=15.64s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=16.64s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=17.64s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=18.65s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=19.65s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=20.65s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=21.65s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=22.65s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=23.66s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=13, hdop=1.2, lat=30.408187308, lon=104.08864942833333
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=24.66s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=25.66s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=26.67s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=27.67s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=28.67s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=29.68s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=30.68s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=31.68s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=32.68s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=33.68s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=15, hdop=1.0, lat=30.408185527666667, lon=104.0886508175
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.05s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=4.0/s, objs=11.9/s, last_udp=0.05s, meas=2, tracks=3, valid=0, master=2
[LIVE] udp=2.0/s, objs=3.0/s, last_udp=0.71s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.71s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.71s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.72s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.72s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.72s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.72s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=7.72s, meas=1, tracks=6, valid=0, master=8
[GPS] GGA fix_quality=1, num_sats=14, hdop=1.1, lat=30.4081764645, lon=104.088652521
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=8.73s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=9.73s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=10.73s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=11.74s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=12.74s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=13.74s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=14.75s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=15.75s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=16.75s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=17.76s, meas=1, tracks=6, valid=0, master=8
[GPS] GGA fix_quality=1, num_sats=14, hdop=1.1, lat=30.408182848166668, lon=104.08864991766667
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=18.76s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=19.77s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=20.77s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=21.77s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=22.77s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=23.78s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=24.78s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=25.78s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=26.78s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=27.78s, meas=1, tracks=6, valid=0, master=8
[GPS] GGA fix_quality=1, num_sats=16, hdop=1.1, lat=30.408182991666667, lon=104.08864201516667
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=28.79s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=29.79s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=30.79s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=31.80s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=32.80s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=33.80s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=34.81s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=35.81s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=36.81s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=37.82s, meas=1, tracks=6, valid=0, master=8
[GPS] GGA fix_quality=1, num_sats=13, hdop=1.2, lat=30.408182687, lon=104.08863439316667
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=38.82s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=39.82s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=40.83s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=41.83s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=42.83s, meas=1, tracks=6, valid=0, master=8
[LIVE] udp=3.0/s, objs=9.0/s, last_udp=0.04s, meas=4, tracks=4, valid=0, master=8
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.82s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.82s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.83s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.83s, meas=1, tracks=5, valid=0, master=8
[GPS] GGA fix_quality=1, num_sats=13, hdop=1.2, lat=30.4081838925, lon=104.0886338175
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.84s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.84s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.84s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=7.84s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=8.85s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=9.85s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=10.85s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=11.85s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=12.86s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=13.86s, meas=1, tracks=5, valid=0, master=8
[GPS] GGA fix_quality=1, num_sats=13, hdop=1.3, lat=30.408185379833334, lon=104.08863055183333
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=14.86s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=15.86s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=16.87s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=17.87s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=18.87s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=19.87s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=20.88s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=21.88s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=22.88s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=23.89s, meas=1, tracks=5, valid=0, master=8
[GPS] GGA fix_quality=1, num_sats=11, hdop=1.8, lat=30.408201666, lon=104.088655632
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=24.89s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=25.89s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=26.89s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=27.90s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=28.90s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=29.91s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=30.91s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=31.91s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=32.91s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=33.91s, meas=1, tracks=5, valid=0, master=8
[GPS] GGA fix_quality=1, num_sats=14, hdop=1.3, lat=30.408190900666668, lon=104.08864541383333
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=34.92s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=35.92s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=36.93s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=37.93s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=38.93s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=39.93s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=40.94s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=41.94s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=42.94s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=43.94s, meas=1, tracks=5, valid=0, master=8
[GPS] GGA fix_quality=1, num_sats=12, hdop=1.9, lat=30.408194317833335, lon=104.08865127916667
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=44.94s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=45.94s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=46.95s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=47.95s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=48.95s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=49.96s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=50.96s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=51.97s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=52.97s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=53.97s, meas=1, tracks=5, valid=0, master=8
[GPS] GGA fix_quality=1, num_sats=00, hdop=9999.0, lat=30.408193442, lon=104.0886488375
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=54.97s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=55.98s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=56.98s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=57.98s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=58.98s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=59.99s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=60.99s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=61.99s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.05s, meas=1, tracks=5, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.05s, meas=1, tracks=1, valid=0, master=8
[GPS] GGA fix_quality=1, num_sats=13, hdop=1.6, lat=30.408189806, lon=104.08864485883333
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.06s, meas=1, tracks=1, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.06s, meas=1, tracks=1, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.06s, meas=1, tracks=1, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.06s, meas=1, tracks=1, valid=0, master=8
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.06s, meas=1, tracks=1, valid=0, master=8
[LIVE] udp=1.0/s, objs=2.0/s, last_udp=0.32s, meas=2, tracks=2, valid=0, master=8
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.31s, meas=1, tracks=2, valid=1, master=18
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.02s, meas=1, tracks=2, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.01s, meas=1, tracks=2, valid=1, master=18
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.33s, meas=1, tracks=2, valid=1, master=18
[GPS] GGA fix_quality=1, num_sats=13, hdop=1.9, lat=30.40818852683333, lon=104.0886482805
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.30s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.29s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.28s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.28s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.25s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.26s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.24s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.22s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.20s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.19s, meas=1, tracks=1, valid=1, master=18
[GPS] GGA fix_quality=1, num_sats=14, hdop=1.4, lat=30.408194682833333, lon=104.08866078933333
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.18s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.16s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.14s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.13s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.11s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.15s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.14s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.14s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.11s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.11s, meas=1, tracks=1, valid=1, master=18
[GPS] GGA fix_quality=1, num_sats=12, hdop=1.4, lat=30.408186704666665, lon=104.0886521155
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.14s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.12s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.10s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.09s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.06s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.04s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.03s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.03s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.00s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.33s, meas=1, tracks=1, valid=1, master=18
[GPS] GGA fix_quality=1, num_sats=12, hdop=1.4, lat=30.408195955, lon=104.08866236066666
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.31s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.29s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.30s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.33s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.32s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.30s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.28s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.27s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.26s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.24s, meas=1, tracks=1, valid=1, master=18
[GPS] GGA fix_quality=1, num_sats=12, hdop=2.2, lat=30.4081895955, lon=104.0886580595
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.23s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.21s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.19s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.18s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.16s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.14s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.12s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.10s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.09s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.06s, meas=1, tracks=1, valid=1, master=18
[GPS] GGA fix_quality=1, num_sats=10, hdop=2.2, lat=30.408187669666667, lon=104.08865574383333
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.02s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.34s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.32s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.31s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.97s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.97s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.97s, meas=1, tracks=1, valid=1, master=18
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.26s, meas=1, tracks=1, valid=0, master=18
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.25s, meas=1, tracks=1, valid=1, master=20
[GPS] GGA fix_quality=1, num_sats=10, hdop=2.2, lat=30.4081896755, lon=104.0886606475
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.23s, meas=1, tracks=1, valid=1, master=20
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.21s, meas=1, tracks=1, valid=1, master=20
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.20s, meas=1, tracks=1, valid=1, master=20
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.18s, meas=1, tracks=1, valid=1, master=20
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.17s, meas=1, tracks=1, valid=1, master=20
