[Log] stdout/stderr -> logs\20260601_192510\main_tracking_v9_20260601_192510.log
[FieldLog] enabled: C:\Users\cv1124\dym\gimbal\logs\20260601_192510
[Config] DEVICE_HEADING_DEG=180.00 (map north=0, east=90, south=180)
[Config] UI_REAL_LASER_ONLY=True
[GPS] Thread started, periodic UI updates enabled on COM8@115200, fix_timeout=5s, ui_interval=10.0s
[Init] Connecting to Gimbal at COM9...
[GT06Z] Driver Ready on COM9.
[Adapter] GT06Z 云台已连接: COM9
[GPS] GGA fix_quality=1, num_sats=11, hdop=1.5, lat=30.4082030015, lon=104.08864629616667
[LaserThread] 激光读取线程已启动
[Init] Real laser enabled on COM10
[Init] Queue gimbal initial posture: Az=59.30°, El=0.00°
[Laser] start_measurement mode=continuous
[GimbalThread] 控制线程已启动
[Net] Listening RK3588 on 8888...
=== System V9.0 (Predictive Tracking & Scheduling) Running ===
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[GPS] GGA fix_quality=1, num_sats=08, hdop=1.3, lat=30.408195963666667, lon=104.08863864016666
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[GPS] GGA fix_quality=1, num_sats=14, hdop=0.9, lat=30.4082001045, lon=104.08865027966667
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[GPS] GGA fix_quality=1, num_sats=06, hdop=2.3, lat=30.408206836, lon=104.08866347633334
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.20s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.17s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.17s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.18s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.18s, meas=1, tracks=1, valid=1, master=1
[GPS] GGA fix_quality=1, num_sats=00, hdop=9999.0, lat=30.408217559333334, lon=104.08867484166667
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.18s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.19s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.19s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=7.19s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=8.19s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=9.19s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=10.19s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=11.20s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=12.20s, meas=1, tracks=1, valid=1, master=1
[GPS] GGA fix_quality=1, num_sats=00, hdop=9999.0, lat=30.408219261, lon=104.08867706916666
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=13.20s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=14.21s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=15.21s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=16.21s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=17.21s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=18.22s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=19.22s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=20.22s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=21.22s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=22.23s, meas=1, tracks=1, valid=1, master=1
[GPS] GGA fix_quality=1, num_sats=00, hdop=9999.0, lat=30.408223036333332, lon=104.08868050966667
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=23.23s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=24.23s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=25.23s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=26.23s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=27.24s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=28.24s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=29.24s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=30.24s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=31.25s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=32.25s, meas=1, tracks=1, valid=1, master=1
[GPS] GGA fix_quality=1, num_sats=00, hdop=9999.0, lat=30.40822414166667, lon=104.08868136466667
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=33.26s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=34.26s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.24s, meas=1, tracks=1, valid=0, master=1
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.21s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.21s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.21s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.22s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.22s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.23s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.23s, meas=1, tracks=1, valid=1, master=2
[GPS] GGA fix_quality=1, num_sats=00, hdop=9999.0, lat=30.408223319, lon=104.0886819385
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.24s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=7.24s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=8.24s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=9.24s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=10.24s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=11.25s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=12.25s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=13.25s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=14.26s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=15.26s, meas=1, tracks=1, valid=1, master=2
[GPS] GGA fix_quality=1, num_sats=11, hdop=1.5, lat=30.408224484166666, lon=104.088680139
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=16.26s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=17.26s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=18.26s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=19.27s, meas=1, tracks=1, valid=1, master=2
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.24s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.24s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.25s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.25s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.25s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.25s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=10, hdop=1.6, lat=30.408224497333332, lon=104.08867978733333
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.26s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=7.26s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=8.26s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=9.27s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=10.27s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=11.27s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=12.27s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=13.28s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=14.28s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=15.28s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=14, hdop=1.2, lat=30.408224775333334, lon=104.08867965616666
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=16.28s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=17.29s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=18.29s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=19.30s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=20.30s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=21.30s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=22.30s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=23.31s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=24.31s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=25.31s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=13, hdop=1.3, lat=30.408220801666666, lon=104.08867742583334
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=26.31s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=27.32s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=28.32s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=29.33s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=30.33s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=31.33s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=32.33s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=33.34s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=34.34s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=35.34s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=14, hdop=1.3, lat=30.408218088166667, lon=104.08867393883334
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=36.35s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=37.35s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=38.35s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=39.35s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=40.35s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=41.35s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=42.36s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=43.36s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=44.36s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=45.37s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=14, hdop=1.3, lat=30.4082177485, lon=104.08867317666666
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=46.37s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=47.37s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=48.37s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=49.37s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=50.37s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=51.38s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=52.38s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=53.38s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=54.38s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=55.39s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=15, hdop=1.1, lat=30.408215372666668, lon=104.0886714625
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=56.39s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=57.39s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=58.40s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=59.40s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=60.40s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=61.41s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=62.41s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=63.41s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=64.41s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=65.42s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=14, hdop=1.1, lat=30.4082126665, lon=104.0886657815
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=66.42s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=67.42s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=68.42s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=69.43s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=70.43s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=71.43s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=72.44s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=73.44s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=74.44s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=75.45s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=14, hdop=1.4, lat=30.408204238666666, lon=104.08866133083333
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=76.45s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=77.45s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=78.45s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=79.46s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=80.46s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=81.46s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.95s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.95s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.96s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.96s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=15, hdop=1.1, lat=30.408198962833332, lon=104.08865832216667
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.96s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.96s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.96s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=7.97s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=8.97s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=9.97s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=10.97s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=11.97s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=12.97s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=13.98s, meas=1, tracks=1, valid=0, master=2
[GPS] GGA fix_quality=1, num_sats=15, hdop=1.1, lat=30.408198357833335, lon=104.088660311
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=14.98s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=15.98s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=16.99s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=17.99s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=18.99s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=19.99s, meas=1, tracks=1, valid=0, master=2
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=21.00s, meas=1, tracks=1, valid=0, master=2
