timestamp,event,cmd_id,track_id,cmd_az,cmd_el,gimbal_ui_az,gimbal_ui_el,gimbal_ctrl_az,gimbal_ctrl_el,target_ctrl_az,target_ctrl_el,err_az,err_el,is_settled,settle_time,laser_valid,laser_dist,laser_source,laser_ts,laser_age,laser_interval
1780384351.576385,GIMBAL_CMD_SEND,0,-1,,,,,,,59.300000,0.000000,,,,,,,,,,
1780384351.617574,GIMBAL_ATT,0,-1,,,335.400000,63.000000,34.700000,63.000000,59.300000,0.000000,24.600000,63.000000,,,,,,,,
1780384351.924416,GIMBAL_ATT,0,-1,,,340.700000,61.700000,40.000000,61.700000,59.300000,0.000000,19.300000,61.700000,,,,,,,,
1780384352.235840,GIMBAL_ATT,0,-1,,,349.900000,59.000000,49.200000,59.000000,59.300000,0.000000,10.100000,59.000000,,,,,,,,
1780384352.544672,GIMBAL_ATT,0,-1,,,359.100000,54.900000,58.400000,54.900000,59.300000,0.000000,0.900000,54.900000,,,,,,,,
1780384352.775051,GIMBAL_ATT,0,-1,,,359.900000,54.900000,59.200000,54.900000,59.300000,0.000000,0.100000,54.900000,,,,,,,,
1780384353.090362,GIMBAL_ATT,0,-1,,,359.900000,46.500000,59.200000,46.500000,59.300000,0.000000,0.100000,46.500000,,,,,,,,
1780384353.400852,GIMBAL_ATT,0,-1,,,359.900000,41.700000,59.200000,41.700000,59.300000,0.000000,0.100000,41.700000,,,,,,,,
1780384353.712926,GIMBAL_ATT,0,-1,,,359.900000,36.900000,59.200000,36.900000,59.300000,0.000000,0.100000,36.900000,,,,,,,,
1780384354.026862,GIMBAL_ATT,0,-1,,,359.900000,32.100000,59.200000,32.100000,59.300000,0.000000,0.100000,32.100000,,,,,,,,
1780384354.335753,GIMBAL_ATT,0,-1,,,359.900000,27.300000,59.200000,27.300000,59.300000,0.000000,0.100000,27.300000,,,,,,,,
1780384354.335753,GIMBAL_TIMEOUT,0,-1,,,,,,,59.300000,0.000000,0.100000,27.300000,0,2.759368,,,,,,
