timestamp,seq,mode,event,track_id,meas_idx,meas_az,meas_el,pred_az,map_az,pred_el,cost,dynamic_thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,reason,internal_track_id,ui_id,master_id,is_master,laser_track_id,distance,distance_source,track_laser_dist,track_laser_ts,track_laser_age,raw_bbox_x1,raw_bbox_y1,raw_bbox_x2,raw_bbox_y2,clipped_bbox_x1,clipped_bbox_y1,clipped_bbox_x2,clipped_bbox_y2,is_edge_bbox,visible_ratio
1780384352.747988,,,NEW_TRACK,1,0,334.768737,6.232083,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780384352.747988,,,NEW_TRACK,2,1,43.533972,45.139583,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780384353.102379,,,MATCH_REJECT,2,0,36.163998,39.890625,43.533972,,45.139583,9.048098,6.745451,1.830301,1.675000,1.675000,1,1,,,,,,,,,,,,,,,,,,,,,
1780384353.102379,,,NEW_TRACK,3,0,36.163998,39.890625,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780384354.443566,,,MATCH_REJECT,2,0,31.577331,68.138542,43.533972,,45.139583,25.921291,14.629917,7.086611,25.110031,25.110031,0,7,,,,,,,,,,,,,,,,,,,,,
1780384354.443566,,,NEW_TRACK,4,0,31.577331,68.138542,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780384354.965852,,,MATCH_REJECT,4,0,22.559180,59.986042,31.577331,,68.138542,12.156904,6.819568,2.512512,3.156358,3.156358,1,2,,,,,,,,,,,,,,,,,,,,,
1780384354.965852,,,NEW_TRACK,5,0,22.559180,59.986042,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780384355.402820,,,MATCH_REJECT,5,0,4.190222,47.800208,22.559180,,59.986042,22.043438,6.737639,2.457893,3.020618,3.020618,1,2,,,,,,,,,,,,,,,,,,,,,
1780384355.403326,,,NEW_TRACK,6,0,4.190222,47.800208,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780384355.908976,,,MATCH_REJECT,6,0,358.744584,35.206458,4.190222,,47.800208,13.720697,6.826128,2.516886,3.167356,3.167356,1,2,,,,,,,,,,,,,,,,,,,,,
1780384355.908976,,,NEW_TRACK,7,0,358.744584,35.206458,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
