timestamp,seq,mode,event,track_id,meas_idx,meas_az,meas_el,pred_az,map_az,pred_el,cost,dynamic_thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,reason,master_id,is_master,laser_track_id,distance,distance_source,track_laser_dist,track_laser_ts,track_laser_age
1780313734.815205,,,NEW_TRACK,1,0,34.896491,7.602500,,,,,,,1.000000,1.000000,1,0,,,,,,,,,
1780313735.163891,,,MATCH_ACCEPT,1,0,34.901048,7.607083,34.896491,,7.602500,0.006463,7.280052,2.186701,2.390831,2.390831,1,3,,,,,,,,,
1780313735.491236,,,MATCH_ACCEPT,1,0,35.033209,7.575000,34.898358,,7.606605,0.138505,8.015003,2.676668,4.442475,2.722079,2,2,,,,,,,,,
1780313735.491236,,,TargetAcquire,1,,,,,,,,,,,,,,initial_acquire,,,,,,,,
1780313735.491236,,,UI_STATUS_SEND,1,,,,34.954386,214.954386,7.586526,,,,,,3,0,,1,1,-1,,no_fresh_real_laser,,,
1780313735.835613,,,MATCH_ACCEPT,1,0,35.074225,7.336667,34.979211,,7.578245,0.259591,8.356735,2.904490,5.795412,2.640651,3,3,,,,,,,,,
1780313735.835613,,,UI_STATUS_SEND,1,,,,35.024925,215.024925,7.426472,,,,,,4,0,,1,1,-1,,no_fresh_real_laser,,,
1780313736.167122,,,MATCH_ACCEPT,1,0,34.996751,7.286250,35.062277,,7.363775,0.101508,8.124076,2.749384,5.463874,2.095239,4,2,,,,,,,,,
1780313736.167122,,,UI_STATUS_SEND,1,,,,35.031713,215.031713,7.319367,,,,,,5,0,,1,1,-1,,no_fresh_real_laser,,,
1780313736.510994,,,MATCH_ACCEPT,1,0,35.024095,7.295417,35.063177,,7.237227,0.070096,7.974410,2.649606,5.104833,1.915581,5,3,,,,,,,,,
1780313736.510484,,,UI_STATUS_SEND,1,,,,35.045606,215.045606,7.269275,,,,,,6,0,,1,1,-1,,no_fresh_real_laser,,,
1780313736.833193,,,MATCH_ACCEPT,1,0,35.010423,7.295417,35.070890,,7.201931,0.111336,7.707755,2.471837,4.467346,1.642632,6,2,,,,,,,,,
1780313736.833193,,,UI_STATUS_SEND,1,,,,35.045685,215.045685,7.249843,,,,,,7,0,,1,1,-1,,no_fresh_real_laser,,,
1780313737.151210,,,MATCH_ACCEPT,1,0,34.951178,7.332083,35.065663,,7.195637,0.178114,7.533078,2.355386,4.037375,1.510466,7,2,,,,,,,,,
1780313737.151210,,,UI_STATUS_SEND,1,,,,35.020732,215.020732,7.262705,,,,,,8,0,,1,1,-1,,no_fresh_real_laser,,,
1780313737.470087,,,MATCH_ACCEPT,1,0,34.919277,7.350417,35.031886,,7.226036,0.167784,7.418935,2.279290,3.754421,1.440742,8,2,,,,,,,,,
1780313737.470087,,,UI_STATUS_SEND,1,,,,34.989627,214.989627,7.285705,,,,,,9,0,,1,1,-1,,no_fresh_real_laser,,,
