timestamp,event,cmd_id,track_id,cmd_az,cmd_el,gimbal_ui_az,gimbal_ui_el,gimbal_ctrl_az,gimbal_ctrl_el,target_ctrl_az,target_ctrl_el,err_az,err_el,is_settled,settle_time,laser_valid,laser_dist,laser_source,laser_ts,laser_age,laser_interval
1780313734.495351,GIMBAL_CMD_SEND,0,-1,,,,,,,59.300000,0.000000,,,,,,,,,,
1780313734.544440,GIMBAL_ATT,0,-1,,,28.100000,9.100000,87.400000,9.100000,59.300000,0.000000,28.100000,9.100000,,,,,,,,
1780313734.845052,GIMBAL_ATT,0,-1,,,23.000000,7.900000,82.300000,7.900000,59.300000,0.000000,23.000000,7.900000,,,,,,,,
1780313735.156241,GIMBAL_ATT,0,-1,,,13.700000,5.200000,73.000000,5.200000,59.300000,0.000000,13.700000,5.200000,,,,,,,,
1780313735.491236,GIMBAL_CMD,1,1,94.276012,7.579312,13.700000,5.200000,,,94.276012,7.579312,,,,,,,,,,
1780313735.465199,GIMBAL_ATT,0,-1,,,3.300000,1.600000,62.600000,1.600000,59.300000,0.000000,3.300000,1.600000,,,,,,,,
1780313735.691794,GIMBAL_CMD_PREEMPT,1,1,,,,,,,94.276012,7.579312,34.976012,7.579312,,,,,,,,
1780313735.835613,GIMBAL_CMD,2,1,94.359867,7.367821,3.300000,1.600000,,,94.359867,7.367821,,,,,,,,,,
1780313735.691794,GIMBAL_ATT,1,1,,,4.100000,-0.000000,63.400000,-0.000000,94.276012,7.579312,30.876012,7.579312,,,,,,,,
1780313736.167122,GIMBAL_CMD,3,1,94.359203,7.247600,4.100000,-0.000000,,,94.359203,7.247600,,,,,,,,,,
1780313736.050725,GIMBAL_ATT,1,1,,,15.000000,-0.000000,74.300000,-0.000000,94.276012,7.579312,19.976012,7.579312,,,,,,,,
1780313736.359618,GIMBAL_ATT,1,1,,,28.100000,-0.000000,87.400000,-0.000000,94.276012,7.579312,6.876012,7.579312,,,,,,,,
1780313736.680747,GIMBAL_ATT,1,1,,,28.100000,-0.000000,87.400000,-0.000000,94.276012,7.579312,6.876012,7.579312,,,,,,,,
1780313737.049441,GIMBAL_ATT,1,1,,,34.900000,-0.000000,94.200000,-0.000000,94.276012,7.579312,0.076012,7.579312,,,,,,,,
1780313737.347742,GIMBAL_ATT,1,1,,,34.900000,-0.000000,94.200000,-0.000000,94.276012,7.579312,0.076012,7.579312,,,,,,,,
1780313737.647877,GIMBAL_ATT,1,1,,,34.900000,-0.000000,94.200000,-0.000000,94.276012,7.579312,0.076012,7.579312,,,,,,,,
1780313737.960734,GIMBAL_ATT,1,1,,,34.900000,-0.000000,94.200000,-0.000000,94.276012,7.579312,0.076012,7.579312,,,,,,,,
1780313738.474230,GIMBAL_CMD,4,1,94.154152,7.347856,34.900000,-0.000000,,,94.154152,7.347856,,,,,,,,,,
1780313738.277587,GIMBAL_ATT,1,1,,,34.900000,-0.000000,94.200000,-0.000000,94.276012,7.579312,0.076012,7.579312,,,,,,,,
1780313738.277587,GIMBAL_TIMEOUT,1,1,,,,,,,94.276012,7.579312,0.076012,7.579312,0,2.585793,,,,,,
1780313738.562178,GIMBAL_CMD_SEND,4,1,,,,,,,94.154152,7.347856,,,,,,,,,,
1780313738.562178,GIMBAL_ATT,4,1,,,34.900000,-0.000000,94.200000,-0.000000,94.154152,7.347856,0.045848,7.347856,,,,,,,,
1780313738.868331,GIMBAL_ATT,4,1,,,34.900000,1.100000,94.200000,1.100000,94.154152,7.347856,0.045848,6.247856,,,,,,,,
1780313739.183494,GIMBAL_ATT,4,1,,,34.900000,3.700000,94.200000,3.700000,94.154152,7.347856,0.045848,3.647856,,,,,,,,
1780313739.497675,GIMBAL_ATT,4,1,,,34.900000,6.800000,94.200000,6.800000,94.154152,7.347856,0.045848,0.547856,,,,,,,,
