timestamp,seq,mode,board,cam,meas_idx,raw_bbox_x1,raw_bbox_y1,raw_bbox_x2,raw_bbox_y2,raw_bbox_w,raw_bbox_h,clipped_bbox_x1,clipped_bbox_y1,clipped_bbox_x2,clipped_bbox_y2,clipped_bbox_w,clipped_bbox_h,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_cx,bbox_cy,bbox_w,bbox_h,is_edge_bbox,visible_ratio,mono_dist,meas_az,meas_el
1780369933.728789,,,BOARD_5,3,0,822.000,1336.000,885.000,1455.000,63.000,119.000,822.000,1336.000,885.000,1455.000,63.000,119.000,822.000,1336.000,885.000,1455.000,853.500,1395.500,63.000,119.000,0,1.000000,99.000000,335.849948,36.553958
1780369934.032048,,,BOARD_3,0,0,3532.000,1431.000,3596.000,1551.000,64.000,120.000,3532.000,1431.000,3596.000,1551.000,64.000,120.000,3532.000,1431.000,3596.000,1551.000,3564.000,1491.000,64.000,120.000,0,1.000000,97.460000,39.479188,17.116250
1780369934.395433,,,BOARD_3,0,0,3158.000,1486.000,3222.000,1606.000,64.000,120.000,3158.000,1486.000,3222.000,1606.000,64.000,120.000,3158.000,1486.000,3222.000,1606.000,3190.000,1546.000,64.000,120.000,0,1.000000,97.460000,37.774760,16.864167
1780369934.638489,,,BOARD_3,0,0,2604.000,1525.000,2852.000,1705.000,248.000,180.000,2604.000,1525.000,2852.000,1705.000,248.000,180.000,2604.000,1525.000,2852.000,1705.000,2728.000,1615.000,248.000,180.000,0,1.000000,25.150000,35.669292,16.547917
1780369934.956598,,,BOARD_3,0,0,2256.000,1610.000,2504.000,1790.000,248.000,180.000,2256.000,1610.000,2504.000,1790.000,248.000,180.000,2256.000,1610.000,2504.000,1790.000,2380.000,1700.000,248.000,180.000,0,1.000000,25.150000,34.083354,16.158333
1780369935.223128,,,BOARD_3,0,0,1787.000,1799.000,1919.000,1890.000,132.000,91.000,1787.000,1799.000,1919.000,1890.000,132.000,91.000,1787.000,1799.000,1919.000,1890.000,1853.000,1844.500,132.000,91.000,0,1.000000,47.250000,31.681661,15.496042
1780369935.482994,,,BOARD_3,0,0,1454.000,1939.000,1574.000,2183.000,120.000,244.000,1454.000,1939.000,1574.000,2160.000,120.000,221.000,1454.000,1939.000,1574.000,2160.000,1514.000,2049.500,120.000,221.000,1,0.905738,51.980000,30.136740,14.556458
1780369937.601331,,,BOARD_3,1,0,1917.000,2138.000,2049.000,2230.000,132.000,92.000,1917.000,2138.000,2049.000,2160.000,132.000,22.000,1917.000,2138.000,2049.000,2160.000,1983.000,2149.000,132.000,22.000,1,0.239130,47.250000,19.979209,14.100417
1780369937.867722,,,BOARD_3,1,0,1596.000,2005.000,1716.000,2249.000,120.000,244.000,1596.000,2005.000,1716.000,2160.000,120.000,155.000,1596.000,2005.000,1716.000,2160.000,1656.000,2082.500,120.000,155.000,1,0.635246,51.980000,18.488975,14.405208
1780369938.135543,,,BOARD_3,1,0,1219.000,1956.000,1283.000,2076.000,64.000,120.000,1219.000,1956.000,1283.000,2076.000,64.000,120.000,1219.000,1956.000,1283.000,2076.000,1251.000,2016.000,64.000,120.000,0,1.000000,97.460000,16.643272,14.710000
1780369938.383576,,,BOARD_3,1,0,840.000,1805.000,1088.000,1985.000,248.000,180.000,840.000,1805.000,1088.000,1985.000,248.000,180.000,840.000,1805.000,1088.000,1985.000,964.000,1895.000,248.000,180.000,0,1.000000,25.150000,15.335329,15.264583
1780369938.685309,,,BOARD_3,1,0,646.000,1814.000,686.000,1865.000,40.000,51.000,646.000,1814.000,686.000,1865.000,40.000,51.000,646.000,1814.000,686.000,1865.000,666.000,1839.500,40.000,51.000,0,1.000000,155.930000,13.977256,15.518958
1780369938.685309,,,BOARD_5,4,1,916.000,828.000,955.000,879.000,39.000,51.000,916.000,828.000,955.000,879.000,39.000,51.000,916.000,828.000,955.000,879.000,935.500,853.500,39.000,51.000,0,1.000000,159.930000,317.283646,39.038125
1780369939.105978,,,BOARD_3,1,0,293.000,1767.000,425.000,1858.000,132.000,91.000,293.000,1767.000,425.000,1858.000,132.000,91.000,293.000,1767.000,425.000,1858.000,359.000,1812.500,132.000,91.000,0,1.000000,47.250000,12.578168,15.642708
1780369939.105978,,,BOARD_3,2,1,3782.000,1329.000,4030.000,1509.000,248.000,180.000,3782.000,1329.000,3840.000,1509.000,58.000,180.000,3782.000,1329.000,3840.000,1509.000,3811.000,1419.000,58.000,180.000,1,0.233871,25.150000,9.588139,17.446250
1780369939.370371,,,BOARD_3,2,0,3351.000,1400.000,3471.000,1644.000,120.000,244.000,3351.000,1400.000,3471.000,1644.000,120.000,244.000,3351.000,1400.000,3471.000,1644.000,3411.000,1522.000,120.000,244.000,0,1.000000,51.980000,7.765222,16.974167
1780369939.370371,,,BOARD_5,2,1,1039.000,800.000,1078.000,851.000,39.000,51.000,1039.000,800.000,1078.000,851.000,39.000,51.000,1039.000,800.000,1078.000,851.000,1058.500,825.500,39.000,51.000,0,1.000000,159.930000,356.844193,39.166458
1780369939.370371,,,BOARD_3,1,2,-30.000,1865.000,102.000,1957.000,132.000,92.000,0.000,1865.000,102.000,1957.000,102.000,92.000,0.000,1865.000,102.000,1957.000,51.000,1911.000,102.000,92.000,1,0.772727,47.250000,11.174522,15.191250
1780369940.674464,,,BOARD_2,2,0,2693.000,254.000,2825.000,346.000,132.000,92.000,2693.000,254.000,2825.000,346.000,132.000,92.000,2693.000,254.000,2825.000,346.000,2759.000,300.000,132.000,92.000,0,1.000000,47.250000,3.899468,13.075000
1780369940.923851,,,BOARD_2,0,0,3179.000,1940.000,3243.000,2060.000,64.000,120.000,3179.000,1940.000,3243.000,2060.000,64.000,120.000,3179.000,1940.000,3243.000,2060.000,3211.000,2000.000,64.000,120.000,0,1.000000,97.460000,40.192064,5.283333
1780369940.923851,,,BOARD_2,2,1,2691.000,701.000,2823.000,793.000,132.000,92.000,2691.000,701.000,2823.000,793.000,132.000,92.000,2691.000,701.000,2823.000,793.000,2757.000,747.000,132.000,92.000,0,1.000000,47.250000,3.890353,11.026250
1780369941.188810,,,BOARD_2,0,0,3327.000,1179.000,3391.000,1299.000,64.000,120.000,3327.000,1179.000,3391.000,1299.000,64.000,120.000,3327.000,1179.000,3391.000,1299.000,3359.000,1239.000,64.000,120.000,0,1.000000,97.460000,40.866543,8.771250
1780369941.188810,,,BOARD_2,2,1,2548.000,1039.000,2796.000,1219.000,248.000,180.000,2548.000,1039.000,2796.000,1219.000,248.000,180.000,2548.000,1039.000,2796.000,1219.000,2672.000,1129.000,248.000,180.000,0,1.000000,25.150000,3.502983,9.275417
1780369941.494081,,,BOARD_2,0,0,2507.000,1317.000,2571.000,1437.000,64.000,120.000,2507.000,1317.000,2571.000,1437.000,64.000,120.000,2507.000,1317.000,2571.000,1437.000,2539.000,1377.000,64.000,120.000,0,1.000000,97.460000,37.129564,8.138750
1780369941.755050,,,BOARD_2,2,0,2337.000,1365.000,2377.000,1416.000,40.000,51.000,2337.000,1365.000,2377.000,1416.000,40.000,51.000,2337.000,1365.000,2377.000,1416.000,2357.000,1390.500,40.000,51.000,0,1.000000,155.930000,2.067436,8.076875
1780369941.977085,,,BOARD_2,0,0,2241.000,1918.000,2305.000,2038.000,64.000,120.000,2241.000,1918.000,2305.000,2038.000,64.000,120.000,2241.000,1918.000,2305.000,2038.000,2273.000,1978.000,64.000,120.000,0,1.000000,97.460000,35.917324,5.384167
1780369941.977085,,,BOARD_2,0,1,1689.000,1432.000,1937.000,1612.000,248.000,180.000,1689.000,1432.000,1937.000,1612.000,248.000,180.000,1689.000,1432.000,1937.000,1612.000,1813.000,1522.000,248.000,180.000,0,1.000000,25.150000,33.820970,7.474167
1780369942.323048,,,BOARD_2,0,0,1980.000,2027.000,2100.000,2271.000,120.000,244.000,1980.000,2027.000,2100.000,2160.000,120.000,133.000,1980.000,2027.000,2100.000,2160.000,2040.000,2093.500,120.000,133.000,1,0.545082,51.980000,34.855475,4.854792
1780369942.323048,,,BOARD_2,2,1,1787.000,1513.000,2035.000,1693.000,248.000,180.000,1787.000,1513.000,2035.000,1693.000,248.000,180.000,1787.000,1513.000,2035.000,1693.000,1911.000,1603.000,248.000,180.000,0,1.000000,25.150000,0.034884,7.102917
1780369942.323048,,,BOARD_2,0,2,759.000,1553.000,879.000,1797.000,120.000,244.000,759.000,1553.000,879.000,1797.000,120.000,244.000,759.000,1553.000,879.000,1797.000,819.000,1675.000,120.000,244.000,0,1.000000,51.980000,29.291022,6.772917
1780369942.680094,,,BOARD_2,2,0,1137.000,1707.000,1269.000,1798.000,132.000,91.000,1137.000,1707.000,1269.000,1798.000,132.000,91.000,1137.000,1707.000,1269.000,1798.000,1203.000,1752.500,132.000,91.000,0,1.000000,47.250000,356.808322,6.417708
1780369942.891805,,,BOARD_2,0,0,124.000,1679.000,372.000,1859.000,248.000,180.000,124.000,1679.000,372.000,1859.000,248.000,180.000,124.000,1679.000,372.000,1859.000,248.000,1769.000,248.000,180.000,0,1.000000,25.150000,26.688808,6.342083
1780369943.176114,,,BOARD_2,2,0,500.000,1846.000,748.000,2026.000,248.000,180.000,500.000,1846.000,748.000,2026.000,248.000,180.000,500.000,1846.000,748.000,2026.000,624.000,1936.000,248.000,180.000,0,1.000000,25.150000,354.169650,5.576667
1780369944.005162,,,BOARD_2,3,0,2868.000,1754.000,2932.000,1873.000,64.000,119.000,2868.000,1754.000,2932.000,1873.000,64.000,119.000,2868.000,1754.000,2932.000,1873.000,2900.000,1813.500,64.000,119.000,0,1.000000,97.460000,347.237146,6.138125
1780369944.228081,,,BOARD_2,1,0,3708.000,1487.000,3956.000,1667.000,248.000,180.000,3708.000,1487.000,3840.000,1667.000,132.000,180.000,3708.000,1487.000,3840.000,1667.000,3774.000,1577.000,132.000,180.000,1,0.532258,25.150000,24.008519,7.222083
1780369944.461827,,,BOARD_2,3,0,2366.000,1637.000,2614.000,1817.000,248.000,180.000,2366.000,1637.000,2614.000,1817.000,248.000,180.000,2366.000,1637.000,2614.000,1817.000,2490.000,1727.000,248.000,180.000,0,1.000000,25.150000,345.368656,6.534583
1780369944.461827,,,BOARD_2,1,1,3449.000,1389.000,3513.000,1509.000,64.000,120.000,3449.000,1389.000,3513.000,1509.000,64.000,120.000,3449.000,1389.000,3513.000,1509.000,3481.000,1449.000,64.000,120.000,0,1.000000,97.460000,22.673232,7.808750
1780369944.836034,,,BOARD_2,3,0,2013.000,1606.000,2077.000,1726.000,64.000,120.000,2013.000,1606.000,2077.000,1726.000,64.000,120.000,2013.000,1606.000,2077.000,1726.000,2045.000,1666.000,64.000,120.000,0,1.000000,97.460000,343.340661,6.814167
1780369945.065520,,,BOARD_2,1,0,3238.000,1506.000,3302.000,1626.000,64.000,120.000,3238.000,1506.000,3302.000,1626.000,64.000,120.000,3238.000,1506.000,3302.000,1626.000,3270.000,1566.000,64.000,120.000,0,1.000000,97.460000,21.711644,7.272500
1780369945.357401,,,BOARD_2,3,0,1444.000,1559.000,1692.000,1739.000,248.000,180.000,1444.000,1559.000,1692.000,1739.000,248.000,180.000,1444.000,1559.000,1692.000,1739.000,1568.000,1649.000,248.000,180.000,0,1.000000,25.150000,341.166833,6.892083
1780369945.357401,,,BOARD_2,1,1,2888.000,1666.000,3136.000,1846.000,248.000,180.000,2888.000,1666.000,3136.000,1846.000,248.000,180.000,2888.000,1666.000,3136.000,1846.000,3012.000,1756.000,248.000,180.000,0,1.000000,25.150000,20.535863,6.401667
1780369945.941014,,,BOARD_2,3,0,1083.000,1600.000,1215.000,1691.000,132.000,91.000,1083.000,1600.000,1215.000,1691.000,132.000,91.000,1083.000,1600.000,1215.000,1691.000,1149.000,1645.500,132.000,91.000,0,1.000000,47.250000,339.257328,6.908125
1780369945.941014,,,BOARD_2,1,1,2308.000,1879.000,2556.000,2059.000,248.000,180.000,2308.000,1879.000,2556.000,2059.000,248.000,180.000,2308.000,1879.000,2556.000,2059.000,2432.000,1969.000,248.000,180.000,0,1.000000,25.150000,17.892633,5.425417
1780369946.274705,,,BOARD_2,1,0,1849.000,1969.000,2097.000,2149.000,248.000,180.000,1849.000,1969.000,2097.000,2149.000,248.000,180.000,1849.000,1969.000,2097.000,2149.000,1973.000,2059.000,248.000,180.000,0,1.000000,25.150000,15.800836,5.012917
1780369946.824928,,,BOARD_2,1,0,1529.000,2042.000,1593.000,2162.000,64.000,120.000,1529.000,2042.000,1593.000,2160.000,64.000,118.000,1529.000,2042.000,1593.000,2160.000,1561.000,2101.000,64.000,118.000,1,0.983333,97.460000,13.923232,4.820417
1780369946.824928,,,BOARD_2,4,1,3774.000,1643.000,4022.000,1823.000,248.000,180.000,3774.000,1643.000,3840.000,1823.000,66.000,180.000,3774.000,1643.000,3840.000,1823.000,3807.000,1733.000,66.000,180.000,1,0.266129,25.150000,350.969909,6.507083
1780369947.154849,,,BOARD_2,3,0,-100.000,1695.000,147.000,1875.000,247.000,180.000,0.000,1695.000,147.000,1875.000,147.000,180.000,0.000,1695.000,147.000,1875.000,73.500,1785.000,147.000,180.000,1,0.595142,25.250000,334.355961,6.268750
1780369947.154849,,,BOARD_2,4,1,3476.000,1641.000,3540.000,1760.000,64.000,119.000,3476.000,1641.000,3540.000,1760.000,64.000,119.000,3476.000,1641.000,3540.000,1760.000,3508.000,1700.500,64.000,119.000,0,1.000000,97.460000,349.607279,6.656042
1780369947.495563,,,BOARD_3,4,0,200.000,500.000,239.000,551.000,39.000,51.000,200.000,500.000,239.000,551.000,39.000,51.000,200.000,500.000,239.000,551.000,219.500,525.500,39.000,51.000,0,1.000000,159.930000,315.003426,21.541458
1780369947.495563,,,BOARD_2,4,1,3247.000,1629.000,3311.000,1749.000,64.000,120.000,3247.000,1629.000,3311.000,1749.000,64.000,120.000,3247.000,1629.000,3311.000,1749.000,3279.000,1689.000,64.000,120.000,0,1.000000,97.460000,348.563659,6.708750
1780369947.744985,,,BOARD_3,4,0,748.000,1028.000,787.000,1079.000,39.000,51.000,748.000,1028.000,787.000,1079.000,39.000,51.000,748.000,1028.000,787.000,1079.000,767.500,1053.500,39.000,51.000,0,1.000000,159.930000,317.500821,19.121458
1780369947.744985,,,BOARD_3,4,1,739.000,1029.000,778.000,1080.000,39.000,51.000,739.000,1029.000,778.000,1080.000,39.000,51.000,739.000,1029.000,778.000,1080.000,758.500,1054.500,39.000,51.000,0,1.000000,159.930000,317.459806,19.116875
1780369947.744985,,,BOARD_2,4,2,3057.000,1720.000,3189.000,1812.000,132.000,92.000,3057.000,1720.000,3189.000,1812.000,132.000,92.000,3057.000,1720.000,3189.000,1812.000,3123.000,1766.000,132.000,92.000,0,1.000000,47.250000,347.852722,6.355833
1780369948.335343,,,BOARD_2,4,0,2980.000,1887.000,3044.000,2007.000,64.000,120.000,2980.000,1887.000,3044.000,2007.000,64.000,120.000,2980.000,1887.000,3044.000,2007.000,3012.000,1947.000,64.000,120.000,0,1.000000,97.460000,347.346862,5.526250
1780369948.547543,,,BOARD_3,4,0,2694.000,362.000,2734.000,413.000,40.000,51.000,2694.000,362.000,2734.000,413.000,40.000,51.000,2694.000,362.000,2734.000,413.000,2714.000,387.500,40.000,51.000,0,1.000000,155.930000,326.371590,22.173958
1780369948.774491,,,BOARD_3,4,0,1886.000,393.000,1925.000,444.000,39.000,51.000,1886.000,393.000,1925.000,444.000,39.000,51.000,1886.000,393.000,1925.000,444.000,1905.500,418.500,39.000,51.000,0,1.000000,159.930000,322.687019,22.031875
1780369948.774491,,,BOARD_3,4,1,2123.000,363.000,2162.000,414.000,39.000,51.000,2123.000,363.000,2162.000,414.000,39.000,51.000,2123.000,363.000,2162.000,414.000,2142.500,388.500,39.000,51.000,0,1.000000,159.930000,323.767097,22.169375
1780369948.774491,,,BOARD_3,4,2,1891.000,387.000,1930.000,438.000,39.000,51.000,1891.000,387.000,1930.000,438.000,39.000,51.000,1891.000,387.000,1930.000,438.000,1910.500,412.500,39.000,51.000,0,1.000000,159.930000,322.709806,22.059375
1780369949.122778,,,BOARD_3,4,0,748.000,295.000,787.000,346.000,39.000,51.000,748.000,295.000,787.000,346.000,39.000,51.000,748.000,295.000,787.000,346.000,767.500,320.500,39.000,51.000,0,1.000000,159.930000,317.500821,22.481042
1780369950.906945,,,BOARD_5,2,0,401.000,1163.000,440.000,1214.000,39.000,51.000,401.000,1163.000,440.000,1214.000,39.000,51.000,401.000,1163.000,440.000,1214.000,420.500,1188.500,39.000,51.000,0,1.000000,159.930000,353.936641,37.502708
1780369954.130785,,,BOARD_3,4,0,1325.000,258.000,1364.000,309.000,39.000,51.000,1325.000,258.000,1364.000,309.000,39.000,51.000,1325.000,258.000,1364.000,309.000,1344.500,283.500,39.000,51.000,0,1.000000,159.930000,320.130379,22.650625
1780369957.089118,,,BOARD_2,0,0,2894.000,1768.000,3026.000,1860.000,132.000,92.000,2894.000,1768.000,3026.000,1860.000,132.000,92.000,2894.000,1768.000,3026.000,1860.000,2960.000,1814.000,132.000,92.000,0,1.000000,47.250000,39.048183,6.135833
1780369957.487048,,,BOARD_2,0,0,1620.000,1910.000,1752.000,2002.000,132.000,92.000,1620.000,1910.000,1752.000,2002.000,132.000,92.000,1620.000,1910.000,1752.000,2002.000,1686.000,1956.000,132.000,92.000,0,1.000000,47.250000,33.242194,5.485000
1780369958.146432,,,BOARD_2,0,0,628.000,1783.000,748.000,2027.000,120.000,244.000,628.000,1783.000,748.000,2027.000,120.000,244.000,628.000,1783.000,748.000,2027.000,688.000,1905.000,120.000,244.000,0,1.000000,51.980000,28.694017,5.718750
1780369959.425969,,,BOARD_2,1,0,3343.000,1803.000,3407.000,1923.000,64.000,120.000,3343.000,1803.000,3407.000,1923.000,64.000,120.000,3343.000,1803.000,3407.000,1923.000,3375.000,1863.000,64.000,120.000,0,1.000000,97.460000,22.190159,5.911250
1780369959.911684,,,BOARD_2,1,0,2649.000,2068.000,2769.000,2312.000,120.000,244.000,2649.000,2068.000,2769.000,2160.000,120.000,92.000,2649.000,2068.000,2769.000,2160.000,2709.000,2114.000,120.000,92.000,1,0.377049,51.980000,19.155003,4.760833
