timestamp,seq,mode,dt,raw_meas_count,fused_meas_count,fusion_groups,meas_count,track_count,valid_count,track_ids,valid_ids,master_id,hit_streaks,time_since_updates,track_states,cmd_az,cmd_el,gimbal_ui_az,gimbal_ui_el
1780296834.596765,,,0.094499,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,1,,,1,0,"1:337.7173,5.1963,0.0000,0.0000",,,0.000000,0.000000
1780296836.230370,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,2,,,1,0,"2:337.6991,5.2237,0.0000,0.0000",,,183.700000,-0.000000
1780296836.491422,,,0.057571,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,2,,,2,0,"2:337.7118,5.2338,0.0180,0.0143",,,183.700000,-0.000000
1780296836.996565,,,0.016699,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,1,2,2,2,3,0,"2:337.7424,5.1726,0.0422,-0.0701",,,183.700000,-0.000000
1780296837.549782,,,0.005147,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,1,2,2,2,4,0,"2:338.0163,3.7397,0.2431,-1.3652",37.055073,5.151603,182.500000,0.100000
1780296840.889192,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,3,,2,1,0,"3:337.6991,5.2283,0.0000,0.0000",37.389254,3.330095,50.000000,3.100000
1780296842.774991,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,4,,2,1,0,"4:337.7401,5.2146,0.0000,0.0000",37.389254,3.330095,338.000000,3.100000
1780296845.348998,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,5,,2,1,0,"5:337.6900,5.2329,0.0000,0.0000",37.389254,3.330095,338.000000,3.100000
1780296845.678725,,,0.053633,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,5,,2,2,0,"5:337.6975,5.2329,0.0109,0.0000",37.389254,3.330095,338.000000,3.100000
1780296846.023964,,,0.069680,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,1,5,5,5,3,0,"5:337.7003,5.2024,0.0097,-0.0418",37.389254,3.330095,338.000000,3.100000
1780296846.378904,,,0.010852,2,2,"0:n=1,raw=0,src=BOARD_2/4;1:n=1,raw=1,src=BOARD_2/4",2,2,1,5;6,5,5,4;1,0;0,"5:337.6991,5.2114,0.0052,-0.0151;6:338.1639,4.8662,0.0000,0.0000",37.003196,5.189850,338.000000,3.100000
1780296847.787647,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,7,,5,1,0,"7:337.7765,5.2054,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296851.972284,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,8,,5,1,0,"8:336.9881,7.4100,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296853.233578,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,0,9,,5,1,0,"9:41.5479,10.5015,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296853.424411,,,0.052618,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,2,0,9;10,,5,0;1,3;0,"9:41.5479,10.5015,0.0000,0.0000;10:337.6991,5.2054,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296853.471596,,,0.047185,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,2,0,9;10,,5,1;0,0;1,"9:40.1943,9.1024,-1.8634,-1.9261;10:337.6991,5.2054,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296853.667193,,,0.058178,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,2,0,9;10,,5,0;1,3;0,"9:39.8299,8.7257,-1.8634,-1.9261;10:337.6970,5.1907,-0.0028,-0.0205",37.003196,5.189850,337.700000,5.100000
1780296853.951839,,,0.005189,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,2,0,9;10,,5,1;0,0;5,"9:34.7258,6.6285,-7.2051,-3.9129;10:337.6962,5.1849,-0.0028,-0.0205",37.003196,5.189850,337.700000,5.100000
1780296854.044176,,,0.022018,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,2,0,9;10,,5,0;1,2;0,"9:34.0605,6.2672,-7.2051,-3.9129;10:337.7032,5.2014,0.0062,0.0054",37.003196,5.189850,337.700000,5.100000
1780296854.377416,,,0.058806,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,2,0,9;10,,5,1;0,0;5,"9:30.8913,4.9755,-7.9609,-3.8981;10:337.7052,5.2032,0.0062,0.0054",37.003196,5.189850,337.700000,5.100000
1780296856.843273,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,11,,5,1,0,"11:337.6900,5.2329,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296857.284463,,,0.026988,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,11,,5,2,0,"11:337.7091,5.1954,0.0265,-0.0520",37.003196,5.189850,337.700000,5.100000
1780296858.304501,,,0.178286,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,12,,5,1,0,"12:337.7082,5.2054,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296861.134866,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,13,,5,1,0,"13:337.6991,5.1688,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296861.509563,,,0.027226,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,13,,5,2,0,"13:337.6991,5.1863,0.0000,0.0250",37.003196,5.189850,337.700000,5.100000
1780296866.077893,,,0.250000,2,2,"0:n=1,raw=0,src=BOARD_2/4;1:n=1,raw=1,src=BOARD_2/4",2,2,0,14;15,,5,1;1,0;0,"14:337.8631,5.3108,0.0000,0.0000;15:338.3006,4.2842,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296867.625823,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,16,,5,1,0,"16:338.2915,5.3429,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296869.379409,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,17,,5,1,0,"17:337.8358,5.2604,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296872.875337,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,18,,5,1,0,"18:337.8540,5.1963,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296875.289057,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,19,,5,1,0,"19:338.2642,3.3262,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296876.593264,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,20,,5,1,0,"20:337.8358,5.3246,0.0000,0.0000",37.003196,5.189850,337.700000,5.100000
1780296876.709307,,,0.046764,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,20,,5,2,0,"20:337.9163,4.8632,0.0762,-0.4370",37.003196,5.189850,337.700000,5.100000
1780296877.533729,,,0.059369,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,1,20,20,20,3,0,"20:337.9003,5.1541,0.0001,0.2240",37.003196,5.189850,337.700000,5.100000
1780296878.252099,,,0.021819,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,1,20,20,20,4,0,"20:337.8624,5.2642,-0.0252,0.1843",37.003196,5.189850,337.700000,5.100000
1780296881.655208,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,21,,20,1,0,"21:337.8540,5.2512,0.0000,0.0000",37.154833,5.319510,337.700000,5.100000
1780296884.234139,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,22,,20,1,0,"22:337.8723,5.2512,0.0000,0.0000",37.154833,5.319510,337.700000,5.100000
1780296884.664742,,,0.011208,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,22,,20,2,0,"22:337.8629,5.2636,-0.0130,0.0172",37.154833,5.319510,337.700000,5.100000
1780296885.296616,,,0.068912,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,1,22,22,22,3,0,"22:337.8429,5.2779,-0.0237,0.0206",37.154833,5.319510,337.700000,5.100000
1780296888.778627,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,23,,22,1,0,"23:337.8677,5.2558,0.0000,0.0000",37.154833,5.319510,337.700000,5.100000
1780296896.350244,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,24,,22,1,0,"24:337.1249,7.4558,0.0000,0.0000",37.154833,5.319510,337.700000,5.100000
1780296896.588316,,,0.031403,1,1,"0:n=1,raw=0,src=BOARD_2/3",1,2,0,24;25,,22,0;1,4;0,"24:337.1249,7.4558,0.0000,0.0000;25:339.6903,14.3217,0.0000,0.0000",37.154833,5.319510,337.700000,5.100000
1780296897.663089,,,0.241329,1,1,"0:n=1,raw=0,src=BOARD_2/4",1,1,0,26,,22,1,0,"26:337.8631,5.2421,0.0000,0.0000",37.154833,5.319510,337.700000,5.100000
1780296898.171360,,,0.016259,2,2,"0:n=1,raw=0,src=BOARD_2/4;1:n=1,raw=1,src=BOARD_2/4",2,2,0,26;27,,22,2;1,0;0,"26:337.8595,5.2355,-0.0048,-0.0088;27:338.3006,3.8029,0.0000,0.0000",37.154833,5.319510,337.700000,5.100000
