logic_id,count,old_theta_horizontal,old_theta_vertical,delta_az_median,delta_az_mean,delta_az_std,delta_az_min,delta_az_max,delta_el_median,delta_el_mean,delta_el_std,delta_el_min,delta_el_max,final_delta_az_median,final_delta_el_median,suggested_theta_horizontal,suggested_theta_vertical,suspicious_az_count,suspicious_el_count,strong_warning_count
8,1,59.375899999999994,9.5,15.82644375000001,15.82644375000001,0.0,15.82644375000001,15.82644375000001,0.4208333333333343,0.4208333333333343,0.0,0.4208333333333343,0.4208333333333343,15.82644375000001,0.4208333333333343,75.20234375000001,9.920833333333334,0,0,1
